gid,wardId,wardName,countyName,authoritativeSubcountyName,authoritativeScuid,databaseSubCountyId,databaseSubCountyName,databaseCountyId,databaseCountyName,status,detail
759,1803,Kaptumo/kaboi Ward,NANDI,Aldai Sub County,,451,Aldai Sub County,88,Nandi,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
760,1804,Koyo/ndurio Ward,NANDI,Aldai Sub County,,451,Aldai Sub County,88,Nandi,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
761,1805,Nandi hills Ward,NANDI,Nandi East Sub County,,1442,Nandi East,88,Nandi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
762,1806,Chepkunyuk Ward,NANDI,Nandi East Sub County,,1442,Nandi East,88,Nandi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
119,1807,Mwanda/mgange Ward,TAITA TAVETA,Wundanyi Sub County,,303,Wundanyi Sub County,59,Taita Taveta,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
120,1808,Ronge Ward,TAITA TAVETA,Mwatate Sub County,,1276,Mwatate,59,Taita Taveta,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
305,1809,Igambang`ombe Ward,THARAKA-NITHI,Igambang'ombe Sub County,,1323,Igambang'ombe,66,Tharaka Nithi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
767,1810,Lelmoko/ngechek Ward,NANDI,Chesumei Sub County,,1440,Chesumei,88,Nandi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
121,1811,Mwatate Ward,TAITA TAVETA,Mwatate Sub County,,1276,Mwatate,59,Taita Taveta,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
124,1812,Wusi/kishamba Ward,TAITA TAVETA,Mwatate Sub County,,1276,Mwatate,59,Taita Taveta,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
329,1813,Muminji Ward,EMBU,Mbeere North  Sub County,,1332,Mbeere North,89,Embu,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
330,1814,Evurore Ward,EMBU,Mbeere North  Sub County,,1332,Mbeere North,89,Embu,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1782,1815,Lanet/umoja Ward,Nakuru,Nakuru North  Sub County,,1465,Nakuru North,77,Nakuru,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
770,1816,Chepkumia Ward,NANDI,Emgwen Sub County,,456,Emgwen Sub County,88,Nandi,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1783,1817,Bahati Ward,Nakuru,Nakuru North  Sub County,,1465,Nakuru North,77,Nakuru,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1786,1818,Kaptembwo Ward,Nakuru,Nakuru West  Sub County,,1466,Nakuru West,77,Nakuru,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
479,1819,Iriaini Ward,NYERI,Mathira East Sub County,,1379,Mathira East,69,Nyeri,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
480,1820,Konyu Ward,NYERI,Mathira East Sub County,,1379,Mathira East,69,Nyeri,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
772,1821,Kapsabet Ward,NANDI,Emgwen Sub County,,456,Emgwen Sub County,88,Nandi,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
773,1822,Kilibwoni Ward,NANDI,Emgwen Sub County,,456,Emgwen Sub County,88,Nandi,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1810,1823,Frere Town Ward,Mombasa,Nyali  Sub County,,1256,Nyali,55,Mombasa,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
481,1824,Kirimukuyu Ward,NYERI,Mathira West Sub County,,1380,Mathira West,69,Nyeri,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1787,1825,Kapkures Ward,Nakuru,Nakuru West  Sub County,,1466,Nakuru West,77,Nakuru,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
662,1826,Suguta Marmar Ward,SAMBURU,Samburu Central Sub County,,1422,Samburu Central,72,Samburu,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1788,1827,Rhoda Ward,Nakuru,Nakuru West  Sub County,,1466,Nakuru West,77,Nakuru,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1789,1828,Shaabab Ward,Nakuru,Nakuru West  Sub County,,1466,Nakuru West,77,Nakuru,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
747,1829,Soy North Ward,ELGEYO-MARAKWET,Keiyo South Sub County,,1437,Keiyo South,85,Elgeyo Marakwet,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
748,1830,Soy South Ward,ELGEYO-MARAKWET,Keiyo South Sub County,,1437,Keiyo South,85,Elgeyo Marakwet,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1790,1831,Biashara Ward,Nakuru,Nakuru East  Sub County,,1464,Nakuru East,77,Nakuru,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
755,1832,Kabwareng Ward,NANDI,Aldai Sub County,,451,Aldai Sub County,88,Nandi,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
778,1833,Ndalat Ward,NANDI,Mosop Sub County,,462,Mosop Sub County,88,Nandi,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1791,1834,Kivumbini Ward,Nakuru,Nakuru East  Sub County,,1464,Nakuru East,77,Nakuru,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1792,1835,Flamingo Ward,Nakuru,Nakuru East  Sub County,,1464,Nakuru East,77,Nakuru,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1793,1836,Menengai Ward,Nakuru,Nakuru East  Sub County,,1464,Nakuru East,77,Nakuru,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
781,1837,Tirioko Ward,BARINGO,Tiaty Sub County,,463,Tiaty West Sub County,90,Baringo,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
782,1838,Kolowa Ward,BARINGO,Tiaty Sub County,,463,Tiaty West Sub County,90,Baringo,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
783,1839,Ribkwo Ward,BARINGO,Tiaty Sub County,,463,Tiaty West Sub County,90,Baringo,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
784,1840,Silale Ward,BARINGO,Tiaty Sub County,,463,Tiaty West Sub County,90,Baringo,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
785,1841,Loiyamorok Ward,BARINGO,Tiaty Sub County,,463,Tiaty West Sub County,90,Baringo,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1813,1842,Kongowea Ward,Mombasa,Nyali  Sub County,,1256,Nyali,55,Mombasa,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
814,1843,Marmanet Ward,LAIKIPIA,Laikipia West Sub County,,1457,Laikipia West,91,Laikipia,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
815,1844,Igwamiti Ward,LAIKIPIA,Laikipia West Sub County,,1457,Laikipia West,91,Laikipia,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
816,1845,Salama Ward,LAIKIPIA,Laikipia West Sub County,,1457,Laikipia West,91,Laikipia,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
817,1846,Ngobit Ward,LAIKIPIA,Laikipia East Sub County,,1455,Laikipia East,91,Laikipia,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
818,1847,Tigithi Ward,LAIKIPIA,Laikipia East Sub County,,1455,Laikipia East,91,Laikipia,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
819,1848,Thingithu Ward,LAIKIPIA,Laikipia East Sub County,,1455,Laikipia East,91,Laikipia,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
820,1849,Nanyuki Ward,LAIKIPIA,Laikipia East Sub County,,1455,Laikipia East,91,Laikipia,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1821,1850,Tudor Ward,Mombasa,Mvita  Sub County,,1255,Mvita,55,Mombasa,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1777,1851,Mosop Ward,Nakuru,Rongai  Sub County,,1468,Rongai,77,Nakuru,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1778,1852,Solai Ward,Nakuru,Rongai  Sub County,,1468,Rongai,77,Nakuru,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
117,1853,Werugha Ward,TAITA TAVETA,Wundanyi Sub County,,303,Wundanyi Sub County,59,Taita Taveta,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1784,1854,Barut Ward,Nakuru,Nakuru West  Sub County,,1466,Nakuru West,77,Nakuru,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1785,1855,London Ward,Nakuru,Nakuru West  Sub County,,1466,Nakuru West,77,Nakuru,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1799,1856,Chaani Ward,Mombasa,Changamwe Sub County,,1251,Changamwe,55,Mombasa,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
911,1857,Olkeri Ward,KAJIADO,Kajiado North Sub County,,1478,Kajiado North,92,Kajiado,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
912,1858,Ongata rongai Ward,KAJIADO,Kajiado North Sub County,,1478,Kajiado North,92,Kajiado,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
913,1859,Nkaimurunya Ward,KAJIADO,Kajiado North Sub County,,1478,Kajiado North,92,Kajiado,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
914,1860,Oloolua Ward,KAJIADO,Kajiado North Sub County,,1478,Kajiado North,92,Kajiado,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
915,1861,Ngong Ward,KAJIADO,Kajiado North Sub County,,1478,Kajiado North,92,Kajiado,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
916,1862,Purko Ward,KAJIADO,Kajiado Central Sub County,,1477,Kajiado Central,92,Kajiado,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
917,1863,Ildamat Ward,KAJIADO,Kajiado Central Sub County,,1477,Kajiado Central,92,Kajiado,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
918,1864,Dalalekutuk Ward,KAJIADO,Kajiado Central Sub County,,1477,Kajiado Central,92,Kajiado,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
919,1865,Matapato north Ward,KAJIADO,Kajiado Central Sub County,,1477,Kajiado Central,92,Kajiado,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
920,1866,Matapato south Ward,KAJIADO,Kajiado Central Sub County,,1477,Kajiado Central,92,Kajiado,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
921,1867,Kaputiei north Ward,KAJIADO,Kajiado East Sub County,,469,Kajiado East Sub County,92,Kajiado,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
922,1868,Kitengela Ward,KAJIADO,Kajiado East Sub County,,469,Kajiado East Sub County,92,Kajiado,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
923,1869,Oloosirkon/sholinke Ward,KAJIADO,Kajiado East Sub County,,469,Kajiado East Sub County,92,Kajiado,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
924,1870,Kenyawa-poka Ward,KAJIADO,Kajiado East Sub County,,469,Kajiado East Sub County,92,Kajiado,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
925,1871,Imaroro Ward,KAJIADO,Kajiado East Sub County,,469,Kajiado East Sub County,92,Kajiado,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
926,1872,Keekonyokie Ward,KAJIADO,Kajiado West Sub County,,1479,Kajiado West,92,Kajiado,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1912,1873,Manyatta B Ward,Kisumu,Kisumu East Sub County,,1535,Kisumu East,93,Kisumu,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
943,1874,Chilchila Ward,KERICHO,Kipkelion West Sub County,,472,Kipkelion West Sub County,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
944,1875,Kapsoit Ward,KERICHO,Ainamoi Sub County,,295,AINAMOI,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
945,1876,Ainamoi Ward,KERICHO,Ainamoi Sub County,,295,AINAMOI,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
946,1877,Kapkugerwet Ward,KERICHO,Ainamoi Sub County,,295,AINAMOI,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
947,1878,Kipchebor Ward,KERICHO,Ainamoi Sub County,,295,AINAMOI,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
948,1879,Kipchimchim Ward,KERICHO,Ainamoi Sub County,,295,AINAMOI,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
949,1880,Kapsaos Ward,KERICHO,Ainamoi Sub County,,295,AINAMOI,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
950,1881,Kisiara Ward,KERICHO,Bureti Sub County,,1483,Bureti,56,Kericho,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
951,1882,Tebesonik Ward,KERICHO,Bureti Sub County,,1483,Bureti,56,Kericho,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
952,1883,Cheboin Ward,KERICHO,Bureti Sub County,,1483,Bureti,56,Kericho,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
953,1884,Chemosot Ward,KERICHO,Bureti Sub County,,1483,Bureti,56,Kericho,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
954,1885,Litein Ward,KERICHO,Bureti Sub County,,1483,Bureti,56,Kericho,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
955,1886,Cheplanget Ward,KERICHO,Bureti Sub County,,1483,Bureti,56,Kericho,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
957,1887,Waldai Ward,KERICHO,Belgut Sub County,,1482,Belgut,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
958,1888,Kabianga Ward,KERICHO,Belgut Sub County,,1482,Belgut,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1814,1889,Kadzandani Ward,Mombasa,Nyali  Sub County,,1256,Nyali,55,Mombasa,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1794,1890,Nakuru East Ward,Nakuru,Nakuru East  Sub County,,1464,Nakuru East,77,Nakuru,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1795,1891,Port Reitz Ward,Mombasa,Changamwe Sub County,,1251,Changamwe,55,Mombasa,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
962,1892,Sigowet Ward,KERICHO,Sigowet/Soin Sub County,,474,Sigowet/Soin Sub County,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
963,1893,Kaplelartet Ward,KERICHO,Sigowet/Soin Sub County,,474,Sigowet/Soin Sub County,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
964,1894,Soliat Ward,KERICHO,Sigowet/Soin Sub County,,474,Sigowet/Soin Sub County,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
965,1895,Soin Ward,KERICHO,Sigowet/Soin Sub County,,474,Sigowet/Soin Sub County,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1816,1896,Shika Adabu Ward,Mombasa,Likoni  Sub County,,1254,Likoni,55,Mombasa,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1804,1897,Junda Ward,Mombasa,Kisauni  Sub County,,1253,Kisauni,55,Mombasa,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1805,1898,Bamburi Ward,Mombasa,Kisauni  Sub County,,1253,Kisauni,55,Mombasa,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1806,1899,Mwakirunge Ward,Mombasa,Kisauni  Sub County,,1253,Kisauni,55,Mombasa,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1807,1900,Mtopanga Ward,Mombasa,Kisauni  Sub County,,1253,Kisauni,55,Mombasa,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1913,1901,Nyalenda A Ward,Kisumu,Kisumu East Sub County,,1535,Kisumu East,93,Kisumu,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1809,1902,Shanzu Ward,Mombasa,Kisauni  Sub County,,1253,Kisauni,55,Mombasa,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1811,1903,Ziwa La Ng'ombe Ward,Mombasa,Nyali  Sub County,,1256,Nyali,55,Mombasa,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1812,1904,Mkomani Ward,Mombasa,Nyali  Sub County,,1256,Nyali,55,Mombasa,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1815,1905,Mtongwe Ward,Mombasa,Likoni  Sub County,,1254,Likoni,55,Mombasa,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
125,1906,Mbololo Ward,TAITA TAVETA,Voi Sub County,,1279,Voi,59,Taita Taveta,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1817,1907,Bofu Ward,Mombasa,Likoni  Sub County,,1254,Likoni,55,Mombasa,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1826,1908,Sokoni Ward,Kilifi,Kilifi North Sub County,,1266,Kilifi North,73,Kilifi,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1828,1909,Dabaso Ward,Kilifi,Kilifi North Sub County,,1266,Kilifi North,73,Kilifi,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1830,1910,Watamu Ward,Kilifi,Kilifi North Sub County,,1266,Kilifi North,73,Kilifi,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1833,1911,Mwarakaya Ward,Kilifi,Kilifi South Sub County,,1267,Kilifi South,73,Kilifi,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1835,1912,Chasimba Ward,Kilifi,Kilifi South Sub County,,1267,Kilifi South,73,Kilifi,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1836,1913,Mtepeni Ward,Kilifi,Kilifi South Sub County,,1267,Kilifi South,73,Kilifi,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1837,1914,Mariakani Ward,Kilifi,Kaloleni Sub County,,1264,Kaloleni,73,Kilifi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1838,1915,Kayafungo Ward,Kilifi,Kaloleni Sub County,,1264,Kaloleni,73,Kilifi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1839,1916,Kaloleni Ward,Kilifi,Kaloleni Sub County,,1264,Kaloleni,73,Kilifi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1840,1917,Mwanamwinga Ward,Kilifi,Kaloleni Sub County,,1264,Kaloleni,73,Kilifi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1843,1918,Kambe/ribe Ward,Kilifi,Rabai Sub County,,1270,Rabai,73,Kilifi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1922,1919,Shauri Moyo Kaloleni Ward,Kisumu,Kisumu Central Sub County,,1536,Kisumu Central,93,Kisumu,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1846,1920,Bamba Ward,Kilifi,Ganze Sub County,,1263,Ganze,73,Kilifi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1847,1921,Jaribuni Ward,Kilifi,Ganze Sub County,,1263,Ganze,73,Kilifi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1849,1922,Jilore Ward,Kilifi,Malindi Sub County,,1269,Malindi,73,Kilifi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1850,1923,Kakuyuni Ward,Kilifi,Malindi Sub County,,1269,Malindi,73,Kilifi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1853,1924,Shella Ward,Kilifi,Malindi Sub County,,1269,Malindi,73,Kilifi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1854,1925,Marafa Ward,Kilifi,Magarini Sub County,,1268,Magarini,73,Kilifi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1855,1926,Magarini Ward,Kilifi,Magarini Sub County,,1268,Magarini,73,Kilifi,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1879,1927,West Ugenya Ward,Siaya,Ugenya Sub County,,1531,Ugenya,83,Siaya,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1880,1928,Ukwala Ward,Siaya,Ugenya Sub County,,1531,Ugenya,83,Siaya,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1881,1929,North Ugenya Ward,Siaya,Ugenya Sub County,,1531,Ugenya,83,Siaya,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1882,1930,East Ugenya Ward,Siaya,Ugenya Sub County,,1531,Ugenya,83,Siaya,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1883,1931,Sidindi Ward,Siaya,Ugunja Sub County,,1532,Ugunja,83,Siaya,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1884,1932,Sigomere Ward,Siaya,Ugunja Sub County,,1532,Ugunja,83,Siaya,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1885,1933,Ugunja Ward,Siaya,Ugunja Sub County,,1532,Ugunja,83,Siaya,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
1886,1934,Usonga Ward,Siaya,Alego Usonga Sub County,,483,Alego Usonga Sub County,83,Siaya,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1887,1935,West Alego Ward,Siaya,Alego Usonga Sub County,,483,Alego Usonga Sub County,83,Siaya,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1888,1936,Central Alego Ward,Siaya,Alego Usonga Sub County,,483,Alego Usonga Sub County,83,Siaya,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1889,1937,Siaya Township Ward,Siaya,Alego Usonga Sub County,,483,Alego Usonga Sub County,83,Siaya,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1890,1938,Gombato Bongwe Ward,Kwale,Msambweni Sub County,,1260,Msambweni,84,Kwale,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
126,1939,Sagala Ward,TAITA TAVETA,Voi Sub County,,1279,Voi,59,Taita Taveta,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1915,1940,South West Kisumu Ward,Kisumu,Kisumu West Sub County,,1537,Kisumu West,93,Kisumu,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
2005,1941,Nyakoe Ward,Kisii,Kitutu Chache South Sub County,,485,Kitutu Chache South Sub County,87,Kisii,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
2006,1942,Kisii Central Ward,Kisii,Kitutu Chache South Sub County,,485,Kitutu Chache South Sub County,87,Kisii,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
2008,1943,Parklands/highridge Ward,Nairobi,Westlands  Sub County,,486,Westlands  Sub County,79,Nairobi City,TARGET_UNRESOLVED,Authoritative county and subcounty could not be resolved to a unique Prisma target.
2012,1944,Kilimani Ward,Nairobi,Dagoretti North Sub County,,487,Dagoretti North Sub County,79,Nairobi City,TARGET_UNRESOLVED,Authoritative county and subcounty could not be resolved to a unique Prisma target.
2015,1945,Kileleshwa Ward,Nairobi,Dagoretti North Sub County,,487,Dagoretti North Sub County,79,Nairobi City,TARGET_UNRESOLVED,Authoritative county and subcounty could not be resolved to a unique Prisma target.
802,1946,Mogotio Ward,BARINGO,Mogotio Sub County,,1451,Mogotio,90,Baringo,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
803,1947,Emining Ward,BARINGO,Mogotio Sub County,,1451,Mogotio,90,Baringo,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
804,1948,Kisanana Ward,BARINGO,Mogotio Sub County,,1451,Mogotio,90,Baringo,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
805,1949,Lembus Ward,BARINGO,Koibatek Sub County,,1449,Koibatek,90,Baringo,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
806,1950,Lembus kwen Ward,BARINGO,Koibatek Sub County,,1449,Koibatek,90,Baringo,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
807,1951,Ravine Ward,BARINGO,Koibatek Sub County,,1449,Koibatek,90,Baringo,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
808,1952,Mumberes/Maji Mazuri Ward,BARINGO,Koibatek Sub County,,1449,Koibatek,90,Baringo,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
809,1953,Lembus/Perkerra Ward,BARINGO,Koibatek Sub County,,1449,Koibatek,90,Baringo,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
810,1954,Koibatek Ward,BARINGO,Koibatek Sub County,,1449,Koibatek,90,Baringo,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
811,1955,Ol-Moran Ward,LAIKIPIA,Laikipia West Sub County,,1457,Laikipia West,91,Laikipia,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
812,1956,Rumuruti Township Ward,LAIKIPIA,Laikipia West Sub County,,1457,Laikipia West,91,Laikipia,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
2030,1957,Woodley/kenyatta Golf Course Ward,Nairobi,Kibra  Sub County,,1576,Kibra,79,Nairobi City,TARGET_UNRESOLVED,Authoritative county and subcounty could not be resolved to a unique Prisma target.
937,1958,Kedowa/kimugul Ward,KERICHO,Kipkelion East Sub County,,491,Kipkelion East Sub County,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
938,1959,Chepseon Ward,KERICHO,Kipkelion East Sub County,,491,Kipkelion East Sub County,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
