wardId,wardName,sourceGid,sourceUid,currentSubCountyId,currentSubCountyName,currentCountyId,currentCountyName,authoritativeGid,authoritativeUid,authoritativeSubCountyName,authoritativeCountyName,canonicalSourceName,canonicalCountyCode,canonicalDbId,canonicalDbName,reason
1839,Ribkwo Ward,783,XLsFzNATUQ2,463,Tiaty West Sub County,90,Baringo,783,XLsFzNATUQ2,Tiaty Sub County,BARINGO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1840,Silale Ward,784,k2oUoGgQ9Nd,463,Tiaty West Sub County,90,Baringo,784,k2oUoGgQ9Nd,Tiaty Sub County,BARINGO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1841,Loiyamorok Ward,785,A7kJTCLxqNq,463,Tiaty West Sub County,90,Baringo,785,A7kJTCLxqNq,Tiaty Sub County,BARINGO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1853,Werugha Ward,117,vwpMqmZzByo,303,Wundanyi Sub County,59,Taita Taveta,117,vwpMqmZzByo,Wundanyi Sub County,TAITA TAVETA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1867,Kaputiei north Ward,921,BQ7G5kGe1Cv,469,Kajiado East Sub County,92,Kajiado,921,BQ7G5kGe1Cv,Kajiado East Sub County,KAJIADO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1868,Kitengela Ward,922,L6v0cndEtYB,469,Kajiado East Sub County,92,Kajiado,922,L6v0cndEtYB,Kajiado East Sub County,KAJIADO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1869,Oloosirkon/sholinke Ward,923,oXm4Fpl0iEr,469,Kajiado East Sub County,92,Kajiado,923,oXm4Fpl0iEr,Kajiado East Sub County,KAJIADO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1870,Kenyawa-poka Ward,924,KONREaUfSht,469,Kajiado East Sub County,92,Kajiado,924,KONREaUfSht,Kajiado East Sub County,KAJIADO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1871,Imaroro Ward,925,ZvbwkucYq4T,469,Kajiado East Sub County,92,Kajiado,925,ZvbwkucYq4T,Kajiado East Sub County,KAJIADO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1874,Chilchila Ward,943,aNuklGLRul5,472,Kipkelion West Sub County,56,Kericho,943,aNuklGLRul5,Kipkelion West Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1875,Kapsoit Ward,944,oNPVt1oUD8L,295,AINAMOI,56,Kericho,944,oNPVt1oUD8L,Ainamoi Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1876,Ainamoi Ward,945,ZJyTpeyEcK5,295,AINAMOI,56,Kericho,945,ZJyTpeyEcK5,Ainamoi Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1877,Kapkugerwet Ward,946,D2NqKgPvDTJ,295,AINAMOI,56,Kericho,946,D2NqKgPvDTJ,Ainamoi Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1878,Kipchebor Ward,947,H7KO7IjHYfk,295,AINAMOI,56,Kericho,947,H7KO7IjHYfk,Ainamoi Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1879,Kipchimchim Ward,948,pI2ju7BZsfE,295,AINAMOI,56,Kericho,948,pI2ju7BZsfE,Ainamoi Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1880,Kapsaos Ward,949,V4rpRD8L2PY,295,AINAMOI,56,Kericho,949,V4rpRD8L2PY,Ainamoi Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1892,Sigowet Ward,962,BzWaUDxCn6y,474,Sigowet/Soin Sub County,56,Kericho,962,BzWaUDxCn6y,Sigowet/Soin Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1893,Kaplelartet Ward,963,pPJvbpIWpvb,474,Sigowet/Soin Sub County,56,Kericho,963,pPJvbpIWpvb,Sigowet/Soin Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1894,Soliat Ward,964,dUgf0oEF9if,474,Sigowet/Soin Sub County,56,Kericho,964,dUgf0oEF9if,Sigowet/Soin Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1895,Soin Ward,965,bHrDi28DWdF,474,Sigowet/Soin Sub County,56,Kericho,965,bHrDi28DWdF,Sigowet/Soin Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1934,Usonga Ward,1886,utYTK2xBC3k,483,Alego Usonga Sub County,83,Siaya,1886,utYTK2xBC3k,Alego Usonga Sub County,Siaya,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1935,West Alego Ward,1887,zaHyyp9lXME,483,Alego Usonga Sub County,83,Siaya,1887,zaHyyp9lXME,Alego Usonga Sub County,Siaya,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1936,Central Alego Ward,1888,fpnhZCEZEGQ,483,Alego Usonga Sub County,83,Siaya,1888,fpnhZCEZEGQ,Alego Usonga Sub County,Siaya,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1937,Siaya Township Ward,1889,bcaDvBIDj6b,483,Alego Usonga Sub County,83,Siaya,1889,bcaDvBIDj6b,Alego Usonga Sub County,Siaya,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1941,Nyakoe Ward,2005,z8JmM1WxmgG,485,Kitutu Chache South Sub County,87,Kisii,2005,z8JmM1WxmgG,Kitutu Chache South Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1942,Kisii Central Ward,2006,erVsVGwRwBc,485,Kitutu Chache South Sub County,87,Kisii,2006,erVsVGwRwBc,Kitutu Chache South Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1943,Parklands/highridge Ward,2008,QhDd2LAuXAF,486,Westlands  Sub County,79,Nairobi City,2008,QhDd2LAuXAF,Westlands  Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1944,Kilimani Ward,2012,yXbOIljEz90,487,Dagoretti North Sub County,79,Nairobi City,2012,yXbOIljEz90,Dagoretti North Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1945,Kileleshwa Ward,2015,DnVTXbCnup5,487,Dagoretti North Sub County,79,Nairobi City,2015,DnVTXbCnup5,Dagoretti North Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1958,Kedowa/kimugul Ward,937,tqCrm5nojsI,491,Kipkelion East Sub County,56,Kericho,937,tqCrm5nojsI,Kipkelion East Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1959,Chepseon Ward,938,k828CVWMS7V,491,Kipkelion East Sub County,56,Kericho,938,k828CVWMS7V,Kipkelion East Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1960,Tendeno/sorget Ward,939,OrFIWXUMeP6,491,Kipkelion East Sub County,56,Kericho,939,OrFIWXUMeP6,Kipkelion East Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1961,Kunyak Ward,940,phnXUDE38Bv,472,Kipkelion West Sub County,56,Kericho,940,phnXUDE38Bv,Kipkelion West Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1962,Kamasian Ward,941,O7GqFgG69Md,472,Kipkelion West Sub County,56,Kericho,941,O7GqFgG69Md,Kipkelion West Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1963,Kipkelion Ward,942,fLlw3oVxfPp,472,Kipkelion West Sub County,56,Kericho,942,fLlw3oVxfPp,Kipkelion West Sub County,KERICHO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1965,Zimmerman Ward,2034,m3CPhYAMMRN,492,Roysambu  Sub County,79,Nairobi City,2034,m3CPhYAMMRN,Roysambu  Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1966,Roysambu Ward,2035,RRAEO9Ltfec,492,Roysambu  Sub County,79,Nairobi City,2035,RRAEO9Ltfec,Roysambu  Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1970,Lucky Summer Ward,2045,cUX8GhsuLPn,405,Ruaraka  Sub County,79,Nairobi City,2045,cUX8GhsuLPn,Ruaraka  Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1971,Korogocho Ward,2046,TqSqq39Jbcz,405,Ruaraka  Sub County,79,Nairobi City,2046,TqSqq39Jbcz,Ruaraka  Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1974,Pipeline Ward,2050,vjOR4Xpi2TY,407,Embakasi South Sub County,79,Nairobi City,2050,vjOR4Xpi2TY,Embakasi South Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1982,East Kano/wawidhi Ward,1930,ONutw6s6W4y,495,Nyando Sub County,93,Kisumu,1930,ONutw6s6W4y,Nyando Sub County,Kisumu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1983,Kabonyo Kanyagwal,1931,LCXl4ftRJYy,495,Nyando Sub County,93,Kisumu,1931,LCXl4ftRJYy,Nyando Sub County,Kisumu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1984,Kobura Ward,1932,s2NvoXiAGWj,495,Nyando Sub County,93,Kisumu,1932,s2NvoXiAGWj,Nyando Sub County,Kisumu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1990,South West Nyakach Ward,1938,oTl0WEQrKtX,497,Nyakach Sub County,93,Kisumu,1938,oTl0WEQrKtX,Nyakach Sub County,Kisumu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1991,North Nyakach Ward,1939,G2B9ridstXR,497,Nyakach Sub County,93,Kisumu,1939,G2B9ridstXR,Nyakach Sub County,Kisumu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1992,Central Nyakach Ward,1940,go41UxgIdh5,497,Nyakach Sub County,93,Kisumu,1940,go41UxgIdh5,Nyakach Sub County,Kisumu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1993,West Nyakach Ward,1941,cSmqxMnL3hd,497,Nyakach Sub County,93,Kisumu,1941,cSmqxMnL3hd,Nyakach Sub County,Kisumu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1994,South East Nyakach Ward,1942,TAZBFBDq6KC,497,Nyakach Sub County,93,Kisumu,1942,TAZBFBDq6KC,Nyakach Sub County,Kisumu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1995,Awasi/onjiko Ward,1943,Vi7hrFiryu0,495,Nyando Sub County,93,Kisumu,1943,Vi7hrFiryu0,Nyando Sub County,Kisumu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1996,Ahero Ward,1944,F1etBBfosCl,495,Nyando Sub County,93,Kisumu,1944,F1etBBfosCl,Nyando Sub County,Kisumu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2003,Nyamaiya Ward,1951,Av8d3lmuaua,500,Nyamira Sub County,94,Nyamira,1951,Av8d3lmuaua,Nyamira Sub County,Nyamira,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2004,Bogichora Ward,1952,odXKgaPu8B0,500,Nyamira Sub County,94,Nyamira,1952,odXKgaPu8B0,Nyamira Sub County,Nyamira,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2005,Bosamaro Ward,1953,b3aaM8BOTDz,500,Nyamira Sub County,94,Nyamira,1953,b3aaM8BOTDz,Nyamira Sub County,Nyamira,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2006,Bonyamatuta Ward,1954,d7n8GfG2cFO,500,Nyamira Sub County,94,Nyamira,1954,d7n8GfG2cFO,Nyamira Sub County,Nyamira,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2007,Township Ward,1955,tjmkRVSEHwx,500,Nyamira Sub County,94,Nyamira,1955,tjmkRVSEHwx,Nyamira Sub County,Nyamira,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2017,Bomariba Ward,1965,lRfveTknPgF,503,Bonchari  Sub County,87,Kisii,1965,lRfveTknPgF,Bonchari  Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2018,Bogiakumu Ward,1966,JKJtpBP77A1,503,Bonchari  Sub County,87,Kisii,1966,JKJtpBP77A1,Bonchari  Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2019,Bomorenda Ward,1967,MyzWMCaSFlX,503,Bonchari  Sub County,87,Kisii,1967,MyzWMCaSFlX,Bonchari  Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2020,Riana Ward,1968,f2pOlRPY9gE,503,Bonchari  Sub County,87,Kisii,1968,f2pOlRPY9gE,Bonchari  Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2021,Tabaka Ward,1969,e0kbTojCjio,504,South Mugirango Sub County,87,Kisii,1969,e0kbTojCjio,South Mugirango Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2022,Boikanga Ward,1970,OrArvkA4MbA,504,South Mugirango Sub County,87,Kisii,1970,OrArvkA4MbA,South Mugirango Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2023,Bogetenga Ward,1971,NZLSKCRL1O0,504,South Mugirango Sub County,87,Kisii,1971,NZLSKCRL1O0,South Mugirango Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2024,Borabu Chitago Ward,1972,fBGAi2rHJgE,504,South Mugirango Sub County,87,Kisii,1972,fBGAi2rHJgE,South Mugirango Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2025,Moticho Ward,1973,nbMilBEW7vk,504,South Mugirango Sub County,87,Kisii,1973,nbMilBEW7vk,South Mugirango Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2026,Getenga Ward,1974,lY9h6WKKqjC,504,South Mugirango Sub County,87,Kisii,1974,lY9h6WKKqjC,South Mugirango Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2027,Bokimonge Ward,1975,F0FgIasVA92,450,Bomachoge Borabu Sub County,87,Kisii,1975,F0FgIasVA92,Bomachoge Borabu Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2028,Magenche Ward,1976,DHNNNbrtKX9,450,Bomachoge Borabu Sub County,87,Kisii,1976,DHNNNbrtKX9,Bomachoge Borabu Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2029,Masige West Ward,1977,kNhuVMT4NIA,505,Bobasi Sub County,87,Kisii,1977,kNhuVMT4NIA,Bobasi Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2030,Masige East Ward,1978,ZmF6haTsiNT,505,Bobasi Sub County,87,Kisii,1978,ZmF6haTsiNT,Bobasi Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2031,Basi Central Ward,1979,UGCnusbnkFI,505,Bobasi Sub County,87,Kisii,1979,UGCnusbnkFI,Bobasi Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2032,Nyacheki Ward,1980,oAXSVQp3K0O,505,Bobasi Sub County,87,Kisii,1980,oAXSVQp3K0O,Bobasi Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2033,Bassi Bogetaorio Ward,1981,u15fCmBOYHT,505,Bobasi Sub County,87,Kisii,1981,u15fCmBOYHT,Bobasi Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2034,Bobasi Chache Ward,1982,Xwhn2CB2cZ3,505,Bobasi Sub County,87,Kisii,1982,Xwhn2CB2cZ3,Bobasi Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2035,Sameta Mokwerero Ward,1983,qH2ke0Qrbu7,505,Bobasi Sub County,87,Kisii,1983,qH2ke0Qrbu7,Bobasi Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2036,Bobasi Boitangare Ward,1984,wXOHBThI5Kf,505,Bobasi Sub County,87,Kisii,1984,wXOHBThI5Kf,Bobasi Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2037,Majoge Basi Ward,1985,fOorbUi6HUx,506,Bomachoge Chache Sub County,87,Kisii,1985,fOorbUi6HUx,Bomachoge Chache Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2038,Boochi Tendere Ward,1986,R8gqeFZV0qT,506,Bomachoge Chache Sub County,87,Kisii,1986,R8gqeFZV0qT,Bomachoge Chache Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2039,Bosoti Sengera Ward,1987,BNC4x8wPAsw,506,Bomachoge Chache Sub County,87,Kisii,1987,BNC4x8wPAsw,Bomachoge Chache Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2040,Ichuni Ward,1988,TSCRn3jEAXw,507,Nyaribari Masaba Sub County,87,Kisii,1988,TSCRn3jEAXw,Nyaribari Masaba Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2041,Nyamasibi Ward,1989,CbtRAlHp1JA,507,Nyaribari Masaba Sub County,87,Kisii,1989,CbtRAlHp1JA,Nyaribari Masaba Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2042,Masimba Ward,1990,CDUIv5RI0VU,507,Nyaribari Masaba Sub County,87,Kisii,1990,CDUIv5RI0VU,Nyaribari Masaba Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2043,Gesusu Ward,1991,GC3CIljaAjo,507,Nyaribari Masaba Sub County,87,Kisii,1991,GC3CIljaAjo,Nyaribari Masaba Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2044,Kiamokama Ward,1992,cpLjDOte8ze,507,Nyaribari Masaba Sub County,87,Kisii,1992,cpLjDOte8ze,Nyaribari Masaba Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2045,Bobaracho Ward,1993,H5US8Zu9bIJ,508,Nyaribari Chache  Sub County,87,Kisii,1993,H5US8Zu9bIJ,Nyaribari Chache  Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2046,Keumbu Ward,1995,fsE425Pq6Bo,508,Nyaribari Chache  Sub County,87,Kisii,1995,fsE425Pq6Bo,Nyaribari Chache  Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2047,Kiogoro Ward,1996,o25UHSbQwGY,508,Nyaribari Chache  Sub County,87,Kisii,1996,o25UHSbQwGY,Nyaribari Chache  Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2048,Birongo Ward,1997,g8iPQGXNRmg,508,Nyaribari Chache  Sub County,87,Kisii,1997,g8iPQGXNRmg,Nyaribari Chache  Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2050,Lower Savanna Ward,2063,Qjd5eRv25sb,509,Embakasi East Sub County,79,Nairobi City,2063,Qjd5eRv25sb,Embakasi East Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2051,Embakasi Ward,2064,raV5YKTRCG2,509,Embakasi East Sub County,79,Nairobi City,2064,raV5YKTRCG2,Embakasi East Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2052,Utawala Ward,2065,rEwQxmUPoZE,509,Embakasi East Sub County,79,Nairobi City,2065,rEwQxmUPoZE,Embakasi East Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2053,Mihango Ward,2066,GwVllI2Zdfe,509,Embakasi East Sub County,79,Nairobi City,2066,GwVllI2Zdfe,Embakasi East Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2055,Sensi Ward,2000,SmXNTLIxvM0,510,Kitutu Chache North Sub County,87,Kisii,2000,SmXNTLIxvM0,Kitutu Chache North Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2064,Kawangware Ward,2013,arZgeTW65s5,487,Dagoretti North Sub County,79,Nairobi City,2013,arZgeTW65s5,Dagoretti North Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2065,Landimawe Ward,2084,oYFOeehTMK2,513,Starehe  Sub County,79,Nairobi City,2084,oYFOeehTMK2,Starehe  Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2066,Nairobi South Ward,2085,LYgnp1wcewP,513,Starehe  Sub County,79,Nairobi City,2085,LYgnp1wcewP,Starehe  Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2071,Keyian Ward,2159,mq1FEx5vQZ4,411,Transmara West Sub County,80,Narok,2159,mq1FEx5vQZ4,Transmara West Sub County,Narok,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2072,Angata Barikoi Ward,2160,QYQsVGsbKWg,411,Transmara West Sub County,80,Narok,2160,QYQsVGsbKWg,Transmara West Sub County,Narok,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2073,Shankoe Ward,2161,L1Lr24F5gyc,411,Transmara West Sub County,80,Narok,2161,L1Lr24F5gyc,Transmara West Sub County,Narok,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2074,Kimintet Ward,2162,BCIB2lbwUN4,411,Transmara West Sub County,80,Narok,2162,BCIB2lbwUN4,Transmara West Sub County,Narok,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2075,Lolgorian Ward,2163,jhNc8UIGW4Y,411,Transmara West Sub County,80,Narok,2163,jhNc8UIGW4Y,Transmara West Sub County,Narok,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2076,Iikerin Ward,2164,lQwlJ2oi5zA,515,Transmara East Sub County,80,Narok,2164,lQwlJ2oi5zA,Transmara East Sub County,Narok,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2077,Ololmasani Ward,2165,tVa5R01HhNz,515,Transmara East Sub County,80,Narok,2165,tVa5R01HhNz,Transmara East Sub County,Narok,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2078,Mogondo Ward,2166,VcvJbIcShgA,515,Transmara East Sub County,80,Narok,2166,VcvJbIcShgA,Transmara East Sub County,Narok,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2084,BOOCHI BORABU,2274,iklOZN0Ok77,450,Bomachoge Borabu Sub County,87,Kisii,2274,iklOZN0Ok77,Bomachoge Borabu Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2085,Kipini east Ward,86,UD0FqqyuxBJ,517,Garsen Sub County,57,Tana River,86,UD0FqqyuxBJ,Garsen Sub County,TANA RIVER,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2086,Garsen south Ward,87,dckG5TO7hf8,517,Garsen Sub County,57,Tana River,87,dckG5TO7hf8,Garsen Sub County,TANA RIVER,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
2087,BANISSA,196,doitLG3v6PZ,518,BANISSA,63,Mandera,196,doitLG3v6PZ,BANISSA,MANDERA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
