wardId,wardName,sourceGid,sourceUid,currentSubCountyId,currentSubCountyName,currentCountyId,currentCountyName,authoritativeGid,authoritativeUid,authoritativeSubCountyName,authoritativeCountyName,canonicalSourceName,canonicalCountyCode,canonicalDbId,canonicalDbName,reason
1391,West Sang'alo Ward,1627,uNCqGdTcjkh,284,Kanduyi Sub County,53,Bungoma,1627,uNCqGdTcjkh,Kanduyi Sub County,Bungoma,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1392,Mihuu Ward,1628,frzFOocEhiu,355,Webuye  East Sub County,53,Bungoma,1628,frzFOocEhiu,Webuye  East Sub County,Bungoma,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1393,Ndivisi Ward,1629,WskHX9On3vR,355,Webuye  East Sub County,53,Bungoma,1629,WskHX9On3vR,Webuye  East Sub County,Bungoma,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1394,Maraka Ward,1630,chWsC9TTyF3,355,Webuye  East Sub County,53,Bungoma,1630,chWsC9TTyF3,Webuye  East Sub County,Bungoma,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1398,Hirimani Ward,97,vKo6mot8397,299,Bura Sub County,57,Tana River,97,vKo6mot8397,Bura Sub County,TANA RIVER,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1401,Wayu Ward,95,OycKfvEFK77,296,Galole Sub County,57,Tana River,95,OycKfvEFK77,Galole Sub County,TANA RIVER,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1402,Ikutha Ward,368,hwHZgY7hwgN,357,Kitui South Sub County,68,Kitui,368,hwHZgY7hwgN,Kitui South Sub County,KITUI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1403,Athi Ward,370,amA6INYYpDG,357,Kitui South Sub County,68,Kitui,370,amA6INYYpDG,Kitui South Sub County,KITUI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1404,Tulimani Ward,411,FNq96CChp6E,358,Mbooni  Sub County,74,Makueni,411,FNq96CChp6E,Mbooni  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1405,Mbooni Ward,412,wp8DtxcZfwK,358,Mbooni  Sub County,74,Makueni,412,wp8DtxcZfwK,Mbooni  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1406,Kithungo/Kitundu Ward,413,kbwrNLg8qn9,358,Mbooni  Sub County,74,Makueni,413,kbwrNLg8qn9,Mbooni  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1407,Kiteta-Kisau Ward,414,Y9QRNvbj4ig,358,Mbooni  Sub County,74,Makueni,414,Y9QRNvbj4ig,Mbooni  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1408,Waia/Kako Ward,415,aMAJt97Ksnm,358,Mbooni  Sub County,74,Makueni,415,aMAJt97Ksnm,Mbooni  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1409,Kalawa/ Kathulumbi Ward,416,EQCXKT8S5SE,358,Mbooni  Sub County,74,Makueni,416,EQCXKT8S5SE,Mbooni  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1410,Kasikeu Ward,417,GzIJxIa88Fg,359,Kilome Sub County,74,Makueni,417,GzIJxIa88Fg,Kilome Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1411,Mukaa Ward,418,sZE7f9VLEbp,359,Kilome Sub County,74,Makueni,418,sZE7f9VLEbp,Kilome Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1412,Kiima Kiu/Kalanzoni Ward,419,VnerQmEfHq1,359,Kilome Sub County,74,Makueni,419,VnerQmEfHq1,Kilome Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1413,Ukia ward,420,INKzs9VvqEs,360,Kaiti  Sub County,74,Makueni,420,INKzs9VvqEs,Kaiti  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1414,Kee ward,421,hlz6Fo6Dr90,360,Kaiti  Sub County,74,Makueni,421,hlz6Fo6Dr90,Kaiti  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1415,Kilungu ward,422,ObrcNOdPKpV,360,Kaiti  Sub County,74,Makueni,422,ObrcNOdPKpV,Kaiti  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1416,Ilima ward,423,xB9PrSz7UNP,360,Kaiti  Sub County,74,Makueni,423,xB9PrSz7UNP,Kaiti  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1424,Makindu Ward,431,HHjcyeBEO9W,362,Kibwezi West  Sub County,74,Makueni,431,HHjcyeBEO9W,Kibwezi West  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1425,Nguumo Ward,432,ErVmSqffPmn,362,Kibwezi West  Sub County,74,Makueni,432,ErVmSqffPmn,Kibwezi West  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1426,Kikumbulyu North Ward,433,EvQ0fdCX5Qi,362,Kibwezi West  Sub County,74,Makueni,433,EvQ0fdCX5Qi,Kibwezi West  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1427,Kikumbulyu South Ward,434,QuGPZs62NHX,362,Kibwezi West  Sub County,74,Makueni,434,QuGPZs62NHX,Kibwezi West  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1428,Nguu/Masumba Ward,435,SJ03kAWXPyt,362,Kibwezi West  Sub County,74,Makueni,435,SJ03kAWXPyt,Kibwezi West  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1453,Isukha North Ward,1695,w6TKm6OEgE7,369,Shinyalu Sub County,54,Kakamega,1695,w6TKm6OEgE7,Shinyalu Sub County,Kakamega,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1454,Murhanda Ward,1696,MtRX8xhwq3F,369,Shinyalu Sub County,54,Kakamega,1696,MtRX8xhwq3F,Shinyalu Sub County,Kakamega,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1455,Isukha Central Ward,1697,msMd2VRjWK8,369,Shinyalu Sub County,54,Kakamega,1697,msMd2VRjWK8,Shinyalu Sub County,Kakamega,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1456,Isukha South Ward,1698,xBOLvibwvDH,369,Shinyalu Sub County,54,Kakamega,1698,xBOLvibwvDH,Shinyalu Sub County,Kakamega,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1457,Isukha East Ward,1699,LwmmrE9075H,369,Shinyalu Sub County,54,Kakamega,1699,LwmmrE9075H,Shinyalu Sub County,Kakamega,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1458,Isukha West Ward,1700,O32Jm6NiiBu,369,Shinyalu Sub County,54,Kakamega,1700,O32Jm6NiiBu,Shinyalu Sub County,Kakamega,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1459,Idakho South Ward,1701,gAnhNKgtbOq,370,Ikolomani Sub County,54,Kakamega,1701,gAnhNKgtbOq,Ikolomani Sub County,Kakamega,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1460,Idakho East Ward,1702,WVPQgX90uxe,370,Ikolomani Sub County,54,Kakamega,1702,WVPQgX90uxe,Ikolomani Sub County,Kakamega,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1461,Idakho North Ward,1703,bW4Zp3tt8W7,370,Ikolomani Sub County,54,Kakamega,1703,bW4Zp3tt8W7,Ikolomani Sub County,Kakamega,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1462,Idakho Central Ward,1704,Hh55s4mboMi,370,Ikolomani Sub County,54,Kakamega,1704,Hh55s4mboMi,Ikolomani Sub County,Kakamega,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1475,Mbitini Ward,351,MLjJaYTdwrs,348,Kitui Rural Sub County,68,Kitui,351,MLjJaYTdwrs,Kitui Rural Sub County,KITUI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1476,Kanjuiri range Ward,454,QetTI3w7Tfe,374,Olkalou Sub County,67,Nyandarua,454,QetTI3w7Tfe,Olkalou Sub County,NYANDARUA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1478,Zombe/mwitika Ward,359,fgZAe9zffHF,354,Kitui East Sub County,68,Kitui,359,fgZAe9zffHF,Kitui East Sub County,KITUI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1484,WARGADUD,206,Pp4y0VFaeLg,325,MANDERA SOUTH,63,Mandera,206,Pp4y0VFaeLg,MANDERA SOUTH,MANDERA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1485,Rurii Ward,457,eBk1tdli8XV,374,Olkalou Sub County,67,Nyandarua,457,eBk1tdli8XV,Olkalou Sub County,NYANDARUA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1486,Chewele Ward,96,SDz17fk0X0k,299,Bura Sub County,57,Tana River,96,SDz17fk0X0k,Bura Sub County,TANA RIVER,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1487,KARARE,234,MhwOKHDNTsU,329,SAKU,64,Marsabit,234,MhwOKHDNTsU,SAKU,MARSABIT,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1488,MARSABIT CENTRAL,235,PVB8iZMsHnd,329,SAKU,64,Marsabit,235,PVB8iZMsHnd,SAKU,MARSABIT,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1489,LOIYANGALANI,236,xjbfzSmFPMk,330,LAISAMIS,64,Marsabit,236,xjbfzSmFPMk,LAISAMIS,MARSABIT,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1490,Madogo Ward,100,yTb02ghmk0V,299,Bura Sub County,57,Tana River,100,yTb02ghmk0V,Bura Sub County,TANA RIVER,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1491,Mayenje Ward,1722,Fh0N1GDepVx,323,Matayos Sub County,62,Busia,1722,Fh0N1GDepVx,Matayos Sub County,Busia,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1494,Gikondi Ward,487,ohWtG7fskG2,376,Mukurweini Sub County,69,Nyeri,487,ohWtG7fskG2,Mukurweini Sub County,NYERI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1495,Rugi Ward,488,EitnMJgAT0z,376,Mukurweini Sub County,69,Nyeri,488,EitnMJgAT0z,Mukurweini Sub County,NYERI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1496,Mukurwe-ini west Ward,489,WQtfFgLYHGe,376,Mukurweini Sub County,69,Nyeri,489,WQtfFgLYHGe,Mukurweini Sub County,NYERI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1497,Mukurwe-ini central Ward,490,GAsUkSqRL2f,376,Mukurweini Sub County,69,Nyeri,490,GAsUkSqRL2f,Mukurweini Sub County,NYERI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1503,Mutithi Ward,496,K3uHCihezz7,378,Kirinyaga North/Mwea West Sub County,75,Kirinyaga,496,K3uHCihezz7,Kirinyaga North/Mwea West Sub County,KIRINYAGA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1504,Kangai Ward,497,fghL5DnydV2,378,Kirinyaga North/Mwea West Sub County,75,Kirinyaga,497,fghL5DnydV2,Kirinyaga North/Mwea West Sub County,KIRINYAGA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1505,Thiba Ward,498,Fx3891QAEv0,378,Kirinyaga North/Mwea West Sub County,75,Kirinyaga,498,Fx3891QAEv0,Kirinyaga North/Mwea West Sub County,KIRINYAGA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1506,Wamumu Ward,499,zMPe9KHPLp0,378,Kirinyaga North/Mwea West Sub County,75,Kirinyaga,499,zMPe9KHPLp0,Kirinyaga North/Mwea West Sub County,KIRINYAGA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1507,Nyangati Ward,500,Gsl9Z7f1kbX,379,Kirinyaga South Sub County,75,Kirinyaga,500,Gsl9Z7f1kbX,Kirinyaga South Sub County,KIRINYAGA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1508,Murinduko Ward,501,yXzhbb6Zwi8,379,Kirinyaga South Sub County,75,Kirinyaga,501,yXzhbb6Zwi8,Kirinyaga South Sub County,KIRINYAGA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1509,Gathigiriri Ward,502,tWc3XLOEMO1,379,Kirinyaga South Sub County,75,Kirinyaga,502,tWc3XLOEMO1,Kirinyaga South Sub County,KIRINYAGA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1510,Tebere Ward,503,qrCcjRw4mdw,379,Kirinyaga South Sub County,75,Kirinyaga,503,qrCcjRw4mdw,Kirinyaga South Sub County,KIRINYAGA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1528,Wangu Ward,2099,zjVTfkcrCb6,384,Kiharu Sub County,76,Murang'a,2099,zjVTfkcrCb6,Kiharu Sub County,Muranga,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1529,Mugoiri Ward,2100,EVc3FnW4kcm,384,Kiharu Sub County,76,Murang'a,2100,EVc3FnW4kcm,Kiharu Sub County,Muranga,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1530,Mbiri Ward,2101,sG1YvrNWJTV,384,Kiharu Sub County,76,Murang'a,2101,sG1YvrNWJTV,Kiharu Sub County,Muranga,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1531,Township Ward,2102,ELXBhFCPcHC,384,Kiharu Sub County,76,Murang'a,2102,ELXBhFCPcHC,Kiharu Sub County,Muranga,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1532,Murarandia Ward,2103,d0uIgkgHOaB,384,Kiharu Sub County,76,Murang'a,2103,d0uIgkgHOaB,Kiharu Sub County,Muranga,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1537,Gaturi Ward,2104,K8rhUYNmJhw,384,Kiharu Sub County,76,Murang'a,2104,K8rhUYNmJhw,Kiharu Sub County,Muranga,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1566,Leshau/pondo Ward,462,Nv8G0Ki2owJ,395,Ndaragwa Sub County,67,Nyandarua,462,Nv8G0Ki2owJ,Ndaragwa Sub County,NYANDARUA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1594,Voo/kyamatu Ward,362,fYDplrDSXQI,354,Kitui East Sub County,68,Kitui,362,fYDplrDSXQI,Kitui East Sub County,KITUI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1595,Endau/malalani Ward,363,p0vnle5S7g2,354,Kitui East Sub County,68,Kitui,363,p0vnle5S7g2,Kitui East Sub County,KITUI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1596,Mutitu/kaliku Ward,364,qWZAzrzTN2v,354,Kitui East Sub County,68,Kitui,364,qWZAzrzTN2v,Kitui East Sub County,KITUI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1597,Ikanga/kyatune Ward,365,BLSmZHA1d92,357,Kitui South Sub County,68,Kitui,365,BLSmZHA1d92,Kitui South Sub County,KITUI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1598,Emali/Mulala Ward,436,Q1FhAEC0Ode,362,Kibwezi West  Sub County,74,Makueni,436,Q1FhAEC0Ode,Kibwezi West  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1599,Masongaleni Ward,437,oVE1UXXDGcA,401,Kibwezi East  Sub County,74,Makueni,437,oVE1UXXDGcA,Kibwezi East  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1600,Mtito Andei Ward,438,LAm2YbBslNB,401,Kibwezi East  Sub County,74,Makueni,438,LAm2YbBslNB,Kibwezi East  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1601,Thange Ward,439,zU0IodQbzMz,401,Kibwezi East  Sub County,74,Makueni,439,zU0IodQbzMz,Kibwezi East  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1602,Ivingoni/Nzambani Ward,440,wFxBj0Hldme,401,Kibwezi East  Sub County,74,Makueni,440,wFxBj0Hldme,Kibwezi East  Sub County,MAKUENI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1616,Mathare North Ward,2044,dOQTHZsuaIb,405,Ruaraka  Sub County,79,Nairobi City,2044,dOQTHZsuaIb,Ruaraka  Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1619,Imara Daima Ward,2047,Nt7PPe0Vdou,407,Embakasi South Sub County,79,Nairobi City,2047,Nt7PPe0Vdou,Embakasi South Sub County,Nairobi,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1641,Kilgoris Central  Ward,2158,bFIJdjEp5Kl,411,Transmara West Sub County,80,Narok,2158,bFIJdjEp5Kl,Transmara West Sub County,Narok,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1703,Kinyoro Ward,683,Qc2e6oVTp0G,425,Saboti  Sub County,81,Trans Nzoia,683,Qc2e6oVTp0G,Saboti  Sub County,TRANS NZOIA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1704,Matisi Ward,684,kBH2TFh9qab,425,Saboti  Sub County,81,Trans Nzoia,684,kBH2TFh9qab,Saboti  Sub County,TRANS NZOIA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1711,Ting'ang'a Ward,2192,G5RaW09czpW,428,Kiambu Town Sub County,82,Kiambu,2192,G5RaW09czpW,Kiambu Town Sub County,Kiambu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1712,Ndumberi Ward,2193,B7Ek2TSSkr9,428,Kiambu Town Sub County,82,Kiambu,2193,B7Ek2TSSkr9,Kiambu Town Sub County,Kiambu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1713,Riabai Ward,2194,xgHhSzo3AuN,428,Kiambu Town Sub County,82,Kiambu,2194,xgHhSzo3AuN,Kiambu Town Sub County,Kiambu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1714,Kiambu Township Ward,2195,byxif4bfwvo,428,Kiambu Town Sub County,82,Kiambu,2195,byxif4bfwvo,Kiambu Town Sub County,Kiambu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1751,Thika Township Ward,2234,x1SnGzy9rZL,439,Thika Town Sub County,82,Kiambu,2234,x1SnGzy9rZL,Thika Town Sub County,Kiambu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1752,Kamenu Ward,2235,A7a1GZJvTGD,439,Thika Town Sub County,82,Kiambu,2235,A7a1GZJvTGD,Thika Town Sub County,Kiambu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1753,Hospital Ward,2236,UPplEbma7DN,439,Thika Town Sub County,82,Kiambu,2236,UPplEbma7DN,Thika Town Sub County,Kiambu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1756,Makutano Ward,695,s38X4K1qhST,441,Cherangany Sub County,81,Trans Nzoia,695,s38X4K1qhST,Cherangany Sub County,TRANS NZOIA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1757,Kaplamai Ward,696,wCRljUGZJCA,441,Cherangany Sub County,81,Trans Nzoia,696,wCRljUGZJCA,Cherangany Sub County,TRANS NZOIA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1758,Motosiet Ward,697,XXbVgPo8AY8,441,Cherangany Sub County,81,Trans Nzoia,697,XXbVgPo8AY8,Cherangany Sub County,TRANS NZOIA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1759,Cherangany/suwerwa Ward,698,OrWMyDLtm7r,441,Cherangany Sub County,81,Trans Nzoia,698,OrWMyDLtm7r,Cherangany Sub County,TRANS NZOIA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1760,Chepsiro/kiptoror Ward,699,wC4nO2SVsQH,441,Cherangany Sub County,81,Trans Nzoia,699,wC4nO2SVsQH,Cherangany Sub County,TRANS NZOIA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1791,Gatuanyaga Ward,2237,t7COLdUthus,439,Thika Town Sub County,82,Kiambu,2237,t7COLdUthus,Thika Town Sub County,Kiambu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1792,Ngoliba Ward,2238,VWuMYjG4YX4,439,Thika Town Sub County,82,Kiambu,2238,VWuMYjG4YX4,Thika Town Sub County,Kiambu,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1799,BOMBABA BORABU,2273,q6eyMKDnFA0,450,Bomachoge Borabu Sub County,87,Kisii,2273,q6eyMKDnFA0,Bomachoge Borabu Sub County,Kisii,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1801,Kemeloi-maraba Ward,757,H2b8KHTcJqM,451,Aldai Sub County,88,Nandi,757,H2b8KHTcJqM,Aldai Sub County,NANDI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1802,Kobujoi Ward,758,YxP90gGjD63,451,Aldai Sub County,88,Nandi,758,YxP90gGjD63,Aldai Sub County,NANDI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1803,Kaptumo/kaboi Ward,759,qj48MUGxhs9,451,Aldai Sub County,88,Nandi,759,qj48MUGxhs9,Aldai Sub County,NANDI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1804,Koyo/ndurio Ward,760,UBMIBBujflT,451,Aldai Sub County,88,Nandi,760,UBMIBBujflT,Aldai Sub County,NANDI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1807,Mwanda/mgange Ward,119,RXoThrI8OjU,303,Wundanyi Sub County,59,Taita Taveta,119,RXoThrI8OjU,Wundanyi Sub County,TAITA TAVETA,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1816,Chepkumia Ward,770,J5JM3Ud8ASG,456,Emgwen Sub County,88,Nandi,770,J5JM3Ud8ASG,Emgwen Sub County,NANDI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1821,Kapsabet Ward,772,VjsUVNylWoY,456,Emgwen Sub County,88,Nandi,772,VjsUVNylWoY,Emgwen Sub County,NANDI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1822,Kilibwoni Ward,773,kHfVrUAnNlI,456,Emgwen Sub County,88,Nandi,773,kHfVrUAnNlI,Emgwen Sub County,NANDI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1832,Kabwareng Ward,755,Wh8ROphCMld,451,Aldai Sub County,88,Nandi,755,Wh8ROphCMld,Aldai Sub County,NANDI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1833,Ndalat Ward,778,JsaOcykkym2,462,Mosop Sub County,88,Nandi,778,JsaOcykkym2,Mosop Sub County,NANDI,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1837,Tirioko Ward,781,HTbw8gm6kms,463,Tiaty West Sub County,90,Baringo,781,HTbw8gm6kms,Tiaty Sub County,BARINGO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
1838,Kolowa Ward,782,LTWLjOZQMqk,463,Tiaty West Sub County,90,Baringo,782,LTWLjOZQMqk,Tiaty Sub County,BARINGO,,,,,AUTHORITATIVE_SUBCOUNTY_NOT_FOUND_IN_CANONICAL_SOURCE
