gid,authoritativeCounty,authoritativeSubCounty,authoritativeWard,expectedCountyId,expectedSubCountyId,actualWardId,actualCountyId,actualSubCountyId,actualSubCountyName,status
153,GARISSA,Fafi Sub County,Dekaharia Ward,60,1282,2303,60,1282,Fafi,CORRECT
190,WAJIR,Wajir South Sub County,Diif Ward,61,1293,2304,61,1293,Wajir South,CORRECT
2240,Kiambu,Ruiru Sub County,Biashara Ward,82,1407,2305,82,1407,Ruiru,CORRECT
308,THARAKA-NITHI,Tharaka South Sub County,Nkondi Ward,66,1327,2306,66,1327,Tharaka South,CORRECT
309,THARAKA-NITHI,Tharaka South Sub County,Chiakagira Ward,66,1327,2307,66,1327,Tharaka South,CORRECT
310,THARAKA-NITHI,Tharaka South Sub County,Marimanti Ward,66,1327,2308,66,1327,Tharaka South,CORRECT
311,EMBU,Manyatta  Sub County,Ruguru-Ngandori Ward,89,542,2309,89,542,Manyatta  Sub County,CORRECT
312,EMBU,Manyatta  Sub County,Kithimu Ward,89,542,2310,89,542,Manyatta  Sub County,CORRECT
313,EMBU,Manyatta  Sub County,Nginda Ward,89,542,2311,89,542,Manyatta  Sub County,CORRECT
314,EMBU,Manyatta  Sub County,Mbeti north Ward,89,542,2312,89,542,Manyatta  Sub County,CORRECT
315,EMBU,Manyatta  Sub County,Kirimari Ward,89,542,2313,89,542,Manyatta  Sub County,CORRECT
316,EMBU,Manyatta  Sub County,Gaturi south Ward,89,542,2314,89,542,Manyatta  Sub County,CORRECT
317,EMBU,Manyatta  Sub County,Gaturi north Ward,89,542,2315,89,542,Manyatta  Sub County,CORRECT
318,EMBU,Runyenjes  Sub County,Kaagari South Ward,89,543,2316,89,543,Runyenjes  Sub County,CORRECT
319,EMBU,Runyenjes  Sub County,Central ward,89,543,2317,89,543,Runyenjes  Sub County,CORRECT
320,EMBU,Runyenjes  Sub County,Kaagari North Ward,89,543,2318,89,543,Runyenjes  Sub County,CORRECT
2242,Kiambu,Ruiru Sub County,Kahawa/sukari Ward,82,1407,2319,82,1407,Ruiru,CORRECT
2244,Kiambu,Ruiru Sub County,Kiuu Ward,82,1407,2320,82,1407,Ruiru,CORRECT
331,KITUI,Mwingi North Sub County,Ngomeni Ward,68,343,2321,68,343,Mwingi North Sub County,CORRECT
332,KITUI,Mwingi North Sub County,Kyuso Ward,68,343,2322,68,343,Mwingi North Sub County,CORRECT
2245,Kiambu,Ruiru Sub County,Mwiki Ward,82,1407,2323,82,1407,Ruiru,CORRECT
2246,Kiambu,Ruiru Sub County,Mwihoko Ward,82,1407,2324,82,1407,Ruiru,CORRECT
2247,Kiambu,Githunguri Sub County,Githunguri Ward,82,1399,2325,82,1399,Githunguri,CORRECT
2248,Bomet,Sotik Sub County,Ndanai/abosi Ward,86,1491,2326,86,1491,Sotik,CORRECT
2249,Bomet,Sotik Sub County,Chemagel Ward,86,1491,2327,86,1491,Sotik,CORRECT
2250,Bomet,Sotik Sub County,Kipsonoi Ward,86,1491,2328,86,1491,Sotik,CORRECT
2251,Bomet,Sotik Sub County,Kapletundo Ward,86,1491,2329,86,1491,Sotik,CORRECT
2252,Bomet,Sotik Sub County,Rongena/manaret Ward,86,1491,2330,86,1491,Sotik,CORRECT
2253,Bomet,Chepalungu Sub County,Kong'asis Ward,86,1489,2331,86,1489,Chepalungu,CORRECT
2254,Bomet,Chepalungu Sub County,Nyangores Ward,86,1489,2332,86,1489,Chepalungu,CORRECT
2255,Bomet,Chepalungu Sub County,Sigor Ward,86,1489,2333,86,1489,Chepalungu,CORRECT
2256,Bomet,Chepalungu Sub County,Chebunyo Ward,86,1489,2334,86,1489,Chepalungu,CORRECT
2257,Bomet,Chepalungu Sub County,Siongiroi Ward,86,1489,2335,86,1489,Chepalungu,CORRECT
2258,Bomet,Bomet East Sub County,Merigi Ward,86,1488,2336,86,1488,Bomet East,CORRECT
2259,Bomet,Bomet East Sub County,Kembu Ward,86,1488,2337,86,1488,Bomet East,CORRECT
2260,Bomet,Bomet East Sub County,Longisa Ward,86,1488,2338,86,1488,Bomet East,CORRECT
2261,Bomet,Bomet East Sub County,Kipreres  Ward,86,1488,2339,86,1488,Bomet East,CORRECT
2262,Bomet,Bomet East Sub County,Chemaner Ward,86,1488,2340,86,1488,Bomet East,CORRECT
2263,Bomet,Bomet Central Sub County,Silibwet Township Ward,86,1492,2341,86,1492,Bomet Central,CORRECT
2264,Bomet,Bomet Central Sub County,Ndaraweta Ward,86,1492,2342,86,1492,Bomet Central,CORRECT
2265,Bomet,Bomet Central Sub County,Singorwet Ward,86,1492,2343,86,1492,Bomet Central,CORRECT
2266,Bomet,Bomet Central Sub County,Chesoen Ward,86,1492,2344,86,1492,Bomet Central,CORRECT
2267,Bomet,Bomet Central Sub County,Mutarakwa  Ward,86,1492,2345,86,1492,Bomet Central,CORRECT
2268,Bomet,Konoin Sub County,Chepchabas Ward,86,1490,2346,86,1490,Konoin,CORRECT
159,GARISSA,Ijara Sub County,Ijara Ward,60,1285,2347,60,1285,Ijara,CORRECT
198,MANDERA,BANISSA,GUBA,63,518,2348,63,518,BANISSA,CORRECT
199,MANDERA,BANISSA,MALKAMARI,63,518,2349,63,518,BANISSA,CORRECT
88,TANA RIVER,Garsen Sub County,Kipini west Ward,57,517,2350,57,517,Garsen Sub County,CORRECT
89,TANA RIVER,Garsen Sub County,Garsen central Ward,57,517,2351,57,517,Garsen Sub County,CORRECT
90,TANA RIVER,Garsen Sub County,Garsen west Ward,57,517,2352,57,517,Garsen Sub County,CORRECT
107,LAMU,LAMU WEST,MKUNUMBI,58,1275,2353,58,1275,Lamu West,CORRECT
110,LAMU,LAMU WEST,BAHARI,58,1275,2354,58,1275,Lamu West,CORRECT
194,MANDERA,MANDERA WEST,DANDU,63,1295,2355,63,1295,Mandera West,CORRECT
195,MANDERA,MANDERA WEST,GITHER,63,1295,2356,63,1295,Mandera West,CORRECT
200,MANDERA,BANISSA,KILIWAHERI,63,518,2357,63,518,BANISSA,CORRECT
209,MANDERA,MANDERA SOUTH,ELWAK NORTH,63,325,2358,63,325,MANDERA SOUTH,CORRECT
230,MARSABIT,NORTH HORR,TURBI,64,1307,2359,64,1307,North Horr,CORRECT
109,LAMU,LAMU WEST,WITU,58,1275,2360,58,1275,Lamu West,CORRECT
237,MARSABIT,LAISAMIS,KARGI/SOUTH HORR,64,330,2361,64,330,LAISAMIS,CORRECT
238,MARSABIT,LAISAMIS,KORR/NGURUNIT,64,330,2362,64,330,LAISAMIS,CORRECT
91,TANA RIVER,Garsen Sub County,Garsen north Ward,57,517,2363,57,517,Garsen Sub County,CORRECT
239,MARSABIT,LAISAMIS,LOGOLOGO,64,330,2364,64,330,LAISAMIS,CORRECT
132,GARISSA,Garissa Sub County,Galbet Ward,60,1283,2365,60,1283,Garissa,CORRECT
169,WAJIR,Wajir East Sub County,Township Ward,61,1291,2366,61,1291,Wajir East,CORRECT
170,WAJIR,Wajir East Sub County,Barwaqo Ward,61,1291,2367,61,1291,Wajir East,CORRECT
176,WAJIR,Wajir West Sub County,Arbajahan Ward,61,1294,2368,61,1294,Wajir West,CORRECT
178,WAJIR,Wajir West Sub County,ADEMASAJIDE Ward,61,1294,2369,61,1294,Wajir West,CORRECT
179,WAJIR,Wajir West Sub County,Ganyure Wagalla Ward,61,1294,2370,61,1294,Wajir West,CORRECT
180,WAJIR,Eldas Sub County,Lakoley south/basir Ward,61,1288,2371,61,1288,Eldas,CORRECT
299,THARAKA-NITHI,Mwimbi Sub County,Ganga Ward,66,341,2372,66,341,Mwimbi Sub County,CORRECT
300,THARAKA-NITHI,Mwimbi Sub County,Chogoria Ward,66,341,2373,66,341,Mwimbi Sub County,CORRECT
301,THARAKA-NITHI,Igambang'ombe Sub County,Mariani Ward,66,1323,2374,66,1323,Igambang'ombe,CORRECT
302,THARAKA-NITHI,Chuka Sub County,Karingani Ward,66,548,2375,66,548,Chuka Sub County,CORRECT
303,THARAKA-NITHI,Chuka Sub County,Magumoni Ward,66,548,2376,66,548,Chuka Sub County,CORRECT
304,THARAKA-NITHI,Chuka Sub County,Mugwe Ward,66,548,2377,66,548,Chuka Sub County,CORRECT
321,EMBU,Runyenjes  Sub County,Kyeni north Ward,89,543,2378,89,543,Runyenjes  Sub County,CORRECT
322,EMBU,Runyenjes  Sub County,Kyeni south Ward,89,543,2379,89,543,Runyenjes  Sub County,CORRECT
323,EMBU,Mbeere South  Sub County,Mwea Ward,89,1331,2380,89,1331,Mbeere South,CORRECT
324,EMBU,Mbeere South  Sub County,Makima Ward,89,1331,2381,89,1331,Mbeere South,CORRECT
325,EMBU,Mbeere South  Sub County,Mbeti south Ward,89,1331,2382,89,1331,Mbeere South,CORRECT
326,EMBU,Mbeere South  Sub County,Mavuria Ward,89,1331,2383,89,1331,Mbeere South,CORRECT
327,EMBU,Mbeere South  Sub County,Kiambere Ward,89,1331,2384,89,1331,Mbeere South,CORRECT
328,EMBU,Mbeere North  Sub County,Nthawa Ward,89,1332,2385,89,1332,Mbeere North,CORRECT
350,KITUI,Kitui Rural Sub County,Kisasi Ward,68,348,2386,68,348,Kitui Rural Sub County,CORRECT
357,KITUI,Kitui Central  Sub County,Mulango Ward,68,1336,2387,68,1336,Kitui Central,CORRECT
358,KITUI,Kitui Central  Sub County,Kyangwithya east Ward,68,1336,2388,68,1336,Kitui Central,CORRECT
361,KITUI,Kitui East Sub County,Chuluni Ward,68,354,2389,68,354,Kitui East Sub County,CORRECT
366,KITUI,Kitui South Sub County,Mutomo Ward,68,357,2390,68,357,Kitui South Sub County,CORRECT
367,KITUI,Kitui South Sub County,Mutha Ward,68,357,2391,68,357,Kitui South Sub County,CORRECT
369,KITUI,Kitui South Sub County,Kanziko Ward,68,357,2392,68,357,Kitui South Sub County,CORRECT
446,NYANDARUA,Kinangop Sub County,Nyakio Ward,67,1369,2393,67,1369,Kinangop,CORRECT
447,NYANDARUA,Kinangop Sub County,Githabai Ward,67,1369,2394,67,1369,Kinangop,CORRECT
448,NYANDARUA,Kinangop Sub County,Magumu Ward,67,1369,2395,67,1369,Kinangop,CORRECT
451,NYANDARUA,Kipipiri Sub County,Geta Ward,67,1372,2396,67,1372,Kipipiri,CORRECT
453,NYANDARUA,Olkalou Sub County,Karau Ward,67,374,2397,67,374,Olkalou Sub County,CORRECT
455,NYANDARUA,Olkalou Sub County,Mirangine Ward,67,374,2398,67,374,Olkalou Sub County,CORRECT
456,NYANDARUA,Olkalou Sub County,Kaimbaga Ward,67,374,2399,67,374,Olkalou Sub County,CORRECT
458,NYANDARUA,Oljoroorok Sub County,Gathanji Ward,67,342,2400,67,342,Oljoroorok Sub County,CORRECT
459,NYANDARUA,Oljoroorok Sub County,Gatimu Ward,67,342,2401,67,342,Oljoroorok Sub County,CORRECT
460,NYANDARUA,Oljoroorok Sub County,Weru Ward,67,342,2402,67,342,Oljoroorok Sub County,CORRECT
463,NYANDARUA,Ndaragwa Sub County,Kiritta Ward,67,395,2403,67,395,Ndaragwa Sub County,CORRECT
464,NYANDARUA,Ndaragwa Sub County,Central Ward,67,395,2404,67,395,Ndaragwa Sub County,CORRECT
465,NYANDARUA,Ndaragwa Sub County,Shamata Ward,67,395,2405,67,395,Ndaragwa Sub County,CORRECT
466,NYERI,Tetu Sub County,Dedan kimathi Ward,69,1376,2406,69,1376,Tetu,CORRECT
467,NYERI,Tetu Sub County,Wamagana Ward,69,1376,2407,69,1376,Tetu,CORRECT
468,NYERI,Tetu Sub County,Aguthi-gaaki Ward,69,1376,2408,69,1376,Tetu,CORRECT
469,NYERI,Kieni West Sub County,Mweiga Ward,69,1378,2409,69,1378,Kieni West,CORRECT
470,NYERI,Kieni East Sub County,Naromoru/kiamathaga Ward,69,1377,2410,69,1377,Kieni East,CORRECT
471,NYERI,Kieni West Sub County,Mwiyogo/endarasha Ward,69,1378,2411,69,1378,Kieni West,CORRECT
472,NYERI,Kieni West Sub County,Mugunda Ward,69,1378,2412,69,1378,Kieni West,CORRECT
473,NYERI,Kieni West Sub County,Gatarakwa Ward,69,1378,2413,69,1378,Kieni West,CORRECT
474,NYERI,Kieni East Sub County,Thegu river Ward,69,1377,2414,69,1377,Kieni East,CORRECT
475,NYERI,Kieni East Sub County,Kabaru Ward,69,1377,2415,69,1377,Kieni East,CORRECT
476,NYERI,Kieni East Sub County,Gakawa Ward,69,1377,2416,69,1377,Kieni East,CORRECT
477,NYERI,Mathira West Sub County,Ruguru Ward,69,1380,2417,69,1380,Mathira West,CORRECT
478,NYERI,Mathira East Sub County,Magutu Ward,69,1379,2418,69,1379,Mathira East,CORRECT
617,TURKANA,Turkana West Sub County,Kakuma Ward,70,1416,2419,70,1416,Turkana West,CORRECT
621,TURKANA,Turkana West Sub County,Kalobeyei Ward,70,1416,2420,70,1416,Turkana West,CORRECT
623,TURKANA,Turkana West Sub County,Nanaam Ward,70,1416,2421,70,1416,Turkana West,CORRECT
627,TURKANA,Turkana Central Sub County,Lodwar Township Ward,70,1412,2422,70,1412,Turkana Central,CORRECT
628,TURKANA,Turkana Central Sub County,Kanamkemer Ward,70,1412,2423,70,1412,Turkana Central,CORRECT
629,TURKANA,Loima Sub County,Kotaruk/Lobei Ward,70,1411,2424,70,1411,Loima,CORRECT
631,TURKANA,Loima Sub County,Loima Ward,70,1411,2425,70,1411,Loima,CORRECT
634,TURKANA,Turkana South Sub County,Katilu Ward,70,1415,2426,70,1415,Turkana South,CORRECT
639,TURKANA,Turkana East Sub County,Katilia Ward,70,1413,2427,70,1413,Turkana East,CORRECT
640,TURKANA,Turkana East Sub County,Lokori/kochodin Ward,70,1413,2428,70,1413,Turkana East,CORRECT
656,WEST POKOT,Pokot North Sub County,Alale Ward,71,1419,2429,71,1419,Pokot North,CORRECT
657,WEST POKOT,Pokot South Sub County,Chepareria Ward,71,1420,2430,71,1420,Pokot South,CORRECT
658,WEST POKOT,Pokot South Sub County,Batei Ward,71,1420,2431,71,1420,Pokot South,CORRECT
659,WEST POKOT,Pokot South Sub County,Lelan Ward,71,1420,2432,71,1420,Pokot South,CORRECT
660,WEST POKOT,Pokot South Sub County,Tapach Ward,71,1420,2433,71,1420,Pokot South,CORRECT
661,SAMBURU,Samburu Central Sub County,Lodokejek Ward,72,1422,2434,72,1422,Samburu Central,CORRECT
679,TRANS NZOIA,Kwanza  Sub County,Bidii Ward,81,1427,2435,81,1427,Kwanza,CORRECT
685,TRANS NZOIA,Saboti  Sub County,Tuwani Ward,81,425,2436,81,425,Saboti  Sub County,CORRECT
686,TRANS NZOIA,Saboti  Sub County,Saboti Ward,81,425,2437,81,425,Saboti  Sub County,CORRECT
687,TRANS NZOIA,Saboti  Sub County,Machewa Ward,81,425,2438,81,425,Saboti  Sub County,CORRECT
691,TRANS NZOIA,Kiminini  Sub County,Hospital Ward,81,1429,2439,81,1429,Kiminini,CORRECT
692,TRANS NZOIA,Kiminini  Sub County,Sikhendu Ward,81,1429,2440,81,1429,Kiminini,CORRECT
700,TRANS NZOIA,Cherangany Sub County,Sitatunga Ward,81,441,2441,81,441,Cherangany Sub County,CORRECT
736,ELGEYO-MARAKWET,Marakwet West Sub County,Sengwer Ward,85,1439,2442,85,1439,Marakwet West,CORRECT
737,ELGEYO-MARAKWET,Marakwet West Sub County,Cherangany  Ward,85,1439,2443,85,1439,Marakwet West,CORRECT
738,ELGEYO-MARAKWET,Marakwet West Sub County,Moiben Kuserwo Ward,85,1439,2444,85,1439,Marakwet West,CORRECT
739,ELGEYO-MARAKWET,Marakwet West Sub County,Kapsowar Ward,85,1439,2445,85,1439,Marakwet West,CORRECT
740,ELGEYO-MARAKWET,Marakwet West Sub County,Arror Ward,85,1439,2446,85,1439,Marakwet West,CORRECT
741,ELGEYO-MARAKWET,Keiyo North Sub County,Kamariny Ward,85,1436,2447,85,1436,Keiyo North,CORRECT
742,ELGEYO-MARAKWET,Keiyo North Sub County,Emsoo Ward,85,1436,2448,85,1436,Keiyo North,CORRECT
743,ELGEYO-MARAKWET,Keiyo North Sub County,Tambach Ward,85,1436,2449,85,1436,Keiyo North,CORRECT
744,ELGEYO-MARAKWET,Keiyo North Sub County,Kapchemutwa Ward,85,1436,2450,85,1436,Keiyo North,CORRECT
745,ELGEYO-MARAKWET,Keiyo South Sub County,Kaptarakwa Ward,85,1437,2451,85,1437,Keiyo South,CORRECT
746,ELGEYO-MARAKWET,Keiyo South Sub County,Chepkorio Ward,85,1437,2452,85,1437,Keiyo South,CORRECT
750,ELGEYO-MARAKWET,Keiyo South Sub County,Metkei Ward,85,1437,2453,85,1437,Keiyo South,CORRECT
751,NANDI,Tinderet Sub County,Songhor/Soba Ward,88,1445,2454,88,1445,Tinderet,CORRECT
752,NANDI,Tinderet Sub County,Tinderet Ward,88,1445,2455,88,1445,Tinderet,CORRECT
753,NANDI,Tinderet Sub County,Chemelil/chemase Ward,88,1445,2456,88,1445,Tinderet,CORRECT
754,NANDI,Nandi East Sub County,Kapsimotwo Ward,88,1442,2457,88,1442,Nandi East,CORRECT
763,NANDI,Nandi East Sub County,Ol'lessos Ward,88,1442,2458,88,1442,Nandi East,CORRECT
764,NANDI,Nandi East Sub County,Kapchorua Ward,88,1442,2459,88,1442,Nandi East,CORRECT
766,NANDI,Chesumei Sub County,Kosirai Ward,88,1440,2460,88,1440,Chesumei,CORRECT
768,NANDI,Chesumei Sub County,Kaptel/kamoiywo Ward,88,1440,2461,88,1440,Chesumei,CORRECT
769,NANDI,Chesumei Sub County,Kiptuiya Ward,88,1440,2462,88,1440,Chesumei,CORRECT
771,NANDI,Emgwen Sub County,Kapkangani Ward,88,456,2463,88,456,Emgwen Sub County,CORRECT
774,NANDI,Mosop Sub County,Chepterwai Ward,88,462,2464,88,462,Mosop Sub County,CORRECT
775,NANDI,Mosop Sub County,Kipkaren Ward,88,462,2465,88,462,Mosop Sub County,CORRECT
776,NANDI,Mosop Sub County,Kurgung/surungai Ward,88,462,2466,88,462,Mosop Sub County,CORRECT
777,NANDI,Mosop Sub County,Kabiyet Ward,88,462,2467,88,462,Mosop Sub County,CORRECT
779,NANDI,Mosop Sub County,Kabisaga Ward,88,462,2468,88,462,Mosop Sub County,CORRECT
813,LAIKIPIA,Laikipia West Sub County,Githiga Ward,91,1457,2469,91,1457,Laikipia West,CORRECT
956,KERICHO,Bureti Sub County,Kapkatet Ward,56,1483,2470,56,1483,Bureti,CORRECT
959,KERICHO,Belgut Sub County,Cheptororiet/seretut Ward,56,1482,2471,56,1482,Belgut,CORRECT
