gid,authoritativeCounty,authoritativeSubCounty,authoritativeWard,normalizedCounty,normalizedSubCounty,actualWardId,actualCountyId,actualCountyName,actualSubCountyId,actualSubCountyName,candidateCountyIds,candidateSubCountyIds,candidateSubCountyNames,status,reason
1901,Kwale,Matuga Sub County,Kubo South Ward,kwale,matuga,1777,84,Kwale,1259,Matuga,84,1259,Matuga,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1772,Nakuru,Subukia  Sub County,Waseges Ward,nakuru,subukia,1778,77,Nakuru,1469,Subukia,77,1469,Subukia,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1773,Nakuru,Subukia  Sub County,Kabazi Ward,nakuru,subukia,1779,77,Nakuru,1469,Subukia,77,1469,Subukia,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
731,ELGEYO-MARAKWET,Marakwet East sub-county,Kapyego Ward,elgeyomarakwet,marakweteast,1780,85,Elgeyo Marakwet,1438,Marakwet East,85,1438,Marakwet East,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
732,ELGEYO-MARAKWET,Marakwet East sub-county,Sambirir Ward,elgeyomarakwet,marakweteast,1781,85,Elgeyo Marakwet,1438,Marakwet East,85,1438,Marakwet East,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1902,Kwale,Matuga Sub County,Mkongani Ward,kwale,matuga,1782,84,Kwale,1259,Matuga,84,1259,Matuga,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1903,Kwale,Kinango Sub County,Ndavaya Ward,kwale,kinango,1783,84,Kwale,1257,Kinango,84,1257,Kinango,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1904,Kwale,Kinango Sub County,Puma Ward,kwale,kinango,1784,84,Kwale,1257,Kinango,84,1257,Kinango,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1905,Kwale,Kinango Sub County,Kinango Ward,kwale,kinango,1785,84,Kwale,1257,Kinango,84,1257,Kinango,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1906,Kwale,Kinango Sub County,Mackinon Road Ward,kwale,kinango,1786,84,Kwale,1257,Kinango,84,1257,Kinango,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1907,Kwale,Kinango Sub County,Chengoni/samburu Ward,kwale,kinango,1787,84,Kwale,1257,Kinango,84,1257,Kinango,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1908,Kwale,Kinango Sub County,Mwavumbo Ward,kwale,kinango,1788,84,Kwale,1257,Kinango,84,1257,Kinango,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1781,Nakuru,Nakuru North  Sub County,Kiamaina Ward,nakuru,nakurunorth,1789,77,Nakuru,1465,Nakuru North,77,1465,Nakuru North,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1909,Kwale,Kinango Sub County,Kasemeni Ward,kwale,kinango,1790,84,Kwale,1257,Kinango,84,1257,Kinango,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
2237,Kiambu,Thika Town Sub County,Gatuanyaga Ward,kiambu,thikatown,1791,82,Kiambu,439,Thika Town Sub County,82,439,Thika Town Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
2238,Kiambu,Thika Town Sub County,Ngoliba Ward,kiambu,thikatown,1792,82,Kiambu,439,Thika Town Sub County,82,439,Thika Town Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
2239,Kiambu,Ruiru Sub County,Gitothua,kiambu,ruiru,1793,82,Kiambu,1407,Ruiru,82,1407,Ruiru,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
112,TAITA TAVETA,Taveta Sub County,Mahoo Ward,taitataveta,taveta,1794,59,Taita Taveta,1278,Taveta,59,1278,Taveta,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
2269,Bomet,Konoin Sub County,Kimulot Ward,bomet,konoin,1795,86,Bomet,1490,Konoin,86,1490,Konoin,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
2270,Bomet,Konoin Sub County,Mogogosiek Ward,bomet,konoin,1796,86,Bomet,1490,Konoin,86,1490,Konoin,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
2271,Bomet,Konoin Sub County,Boito Ward,bomet,konoin,1797,86,Bomet,1490,Konoin,86,1490,Konoin,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
2272,Bomet,Konoin Sub County,Embomos Ward,bomet,konoin,1798,86,Bomet,1490,Konoin,86,1490,Konoin,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
2273,Kisii,Bomachoge Borabu Sub County,BOMBABA BORABU,kisii,bomachogeborabu,1799,87,Kisii,450,Bomachoge Borabu Sub County,87,450,Bomachoge Borabu Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1775,Nakuru,Rongai  Sub County,Soin Ward,nakuru,rongai,1800,77,Nakuru,1468,Rongai,77,1468,Rongai,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
757,NANDI,Aldai Sub County,Kemeloi-maraba Ward,nandi,aldai,1801,88,Nandi,451,Aldai Sub County,88,451,Aldai Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
758,NANDI,Aldai Sub County,Kobujoi Ward,nandi,aldai,1802,88,Nandi,451,Aldai Sub County,88,451,Aldai Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
759,NANDI,Aldai Sub County,Kaptumo/kaboi Ward,nandi,aldai,1803,88,Nandi,451,Aldai Sub County,88,451,Aldai Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
760,NANDI,Aldai Sub County,Koyo/ndurio Ward,nandi,aldai,1804,88,Nandi,451,Aldai Sub County,88,451,Aldai Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
761,NANDI,Nandi East Sub County,Nandi hills Ward,nandi,nandieast,1805,88,Nandi,1442,Nandi East,88,1442,Nandi East,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
762,NANDI,Nandi East Sub County,Chepkunyuk Ward,nandi,nandieast,1806,88,Nandi,1442,Nandi East,88,1442,Nandi East,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
119,TAITA TAVETA,Wundanyi Sub County,Mwanda/mgange Ward,taitataveta,wundanyi,1807,59,Taita Taveta,303,Wundanyi Sub County,59,303,Wundanyi Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
120,TAITA TAVETA,Mwatate Sub County,Ronge Ward,taitataveta,mwatate,1808,59,Taita Taveta,1276,Mwatate,59,1276,Mwatate,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
305,THARAKA-NITHI,Igambang'ombe Sub County,Igambang`ombe Ward,tharakanithi,igambangombe,1809,66,Tharaka Nithi,1323,Igambang'ombe,66,1323,Igambang'ombe,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
767,NANDI,Chesumei Sub County,Lelmoko/ngechek Ward,nandi,chesumei,1810,88,Nandi,1440,Chesumei,88,1440,Chesumei,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
121,TAITA TAVETA,Mwatate Sub County,Mwatate Ward,taitataveta,mwatate,1811,59,Taita Taveta,1276,Mwatate,59,1276,Mwatate,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
124,TAITA TAVETA,Mwatate Sub County,Wusi/kishamba Ward,taitataveta,mwatate,1812,59,Taita Taveta,1276,Mwatate,59,1276,Mwatate,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
329,EMBU,Mbeere North  Sub County,Muminji Ward,embu,mbeerenorth,1813,89,Embu,1332,Mbeere North,89,1332,Mbeere North,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
330,EMBU,Mbeere North  Sub County,Evurore Ward,embu,mbeerenorth,1814,89,Embu,1332,Mbeere North,89,1332,Mbeere North,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1782,Nakuru,Nakuru North  Sub County,Lanet/umoja Ward,nakuru,nakurunorth,1815,77,Nakuru,1465,Nakuru North,77,1465,Nakuru North,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
770,NANDI,Emgwen Sub County,Chepkumia Ward,nandi,emgwen,1816,88,Nandi,456,Emgwen Sub County,88,456,Emgwen Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1783,Nakuru,Nakuru North  Sub County,Bahati Ward,nakuru,nakurunorth,1817,77,Nakuru,1465,Nakuru North,77,1465,Nakuru North,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1786,Nakuru,Nakuru West  Sub County,Kaptembwo Ward,nakuru,nakuruwest,1818,77,Nakuru,1466,Nakuru West,77,1466,Nakuru West,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
479,NYERI,Mathira East Sub County,Iriaini Ward,nyeri,mathiraeast,1819,69,Nyeri,1379,Mathira East,69,1379,Mathira East,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
480,NYERI,Mathira East Sub County,Konyu Ward,nyeri,mathiraeast,1820,69,Nyeri,1379,Mathira East,69,1379,Mathira East,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
772,NANDI,Emgwen Sub County,Kapsabet Ward,nandi,emgwen,1821,88,Nandi,456,Emgwen Sub County,88,456,Emgwen Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
773,NANDI,Emgwen Sub County,Kilibwoni Ward,nandi,emgwen,1822,88,Nandi,456,Emgwen Sub County,88,456,Emgwen Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1810,Mombasa,Nyali  Sub County,Frere Town Ward,mombasa,nyali,1823,55,Mombasa,1256,Nyali,55,1256,Nyali,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
481,NYERI,Mathira West Sub County,Kirimukuyu Ward,nyeri,mathirawest,1824,69,Nyeri,1380,Mathira West,69,1380,Mathira West,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1787,Nakuru,Nakuru West  Sub County,Kapkures Ward,nakuru,nakuruwest,1825,77,Nakuru,1466,Nakuru West,77,1466,Nakuru West,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
662,SAMBURU,Samburu Central Sub County,Suguta Marmar Ward,samburu,samburucentral,1826,72,Samburu,1422,Samburu Central,72,1422,Samburu Central,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1788,Nakuru,Nakuru West  Sub County,Rhoda Ward,nakuru,nakuruwest,1827,77,Nakuru,1466,Nakuru West,77,1466,Nakuru West,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1789,Nakuru,Nakuru West  Sub County,Shaabab Ward,nakuru,nakuruwest,1828,77,Nakuru,1466,Nakuru West,77,1466,Nakuru West,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
747,ELGEYO-MARAKWET,Keiyo South Sub County,Soy North Ward,elgeyomarakwet,keiyosouth,1829,85,Elgeyo Marakwet,1437,Keiyo South,85,1437,Keiyo South,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
748,ELGEYO-MARAKWET,Keiyo South Sub County,Soy South Ward,elgeyomarakwet,keiyosouth,1830,85,Elgeyo Marakwet,1437,Keiyo South,85,1437,Keiyo South,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1790,Nakuru,Nakuru East  Sub County,Biashara Ward,nakuru,nakurueast,1831,77,Nakuru,1464,Nakuru East,77,1464,Nakuru East,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
