sourceGid,wardName,authoritativeCountyName,authoritativeSubcountyName,authoritativeScuid,authoritativeCountyId,authoritativeSubcountyId,databaseWardId,databaseWardName,databaseCountyId,databaseCountyName,databaseSubcountyId,databaseSubcountyName,status,resolutionType,notes
1629,Ndivisi Ward,Bungoma,Webuye  East Sub County,f4AOiG8fYtn,53,355,1393,Ndivisi Ward,53,Bungoma,355,Webuye  East Sub County,CORRECT,EXACT,
1630,Maraka Ward,Bungoma,Webuye  East Sub County,f4AOiG8fYtn,53,355,1394,Maraka Ward,53,Bungoma,355,Webuye  East Sub County,CORRECT,EXACT,
1631,Misikhu Ward,Bungoma,Webuye West Sub County,aqYhbqKclsI,53,1520,1395,Misikhu Ward,53,Bungoma,1520,Webuye West,CORRECT,NORMALIZED,
1632,Sitikho Ward,Bungoma,Webuye West Sub County,aqYhbqKclsI,53,1520,1396,Sitikho Ward,53,Bungoma,1520,Webuye West,CORRECT,NORMALIZED,
1633,Matulo Ward,Bungoma,Webuye West Sub County,aqYhbqKclsI,53,1520,1397,Matulo Ward,53,Bungoma,1520,Webuye West,CORRECT,NORMALIZED,
97,Hirimani Ward,TANA RIVER,Bura Sub County,yWPcTwGwQ2B,57,299,1398,Hirimani Ward,57,Tana River,299,Bura Sub County,CORRECT,EXACT,
1831,Mnarani Ward,Kilifi,Kilifi North Sub County,MEkEH8ZmcOU,73,1266,1399,Mnarani Ward,73,Kilifi,1266,Kilifi North,CORRECT,NORMALIZED,
1675,Mumias North Ward,Kakamega,Mumias West  Sub County,uRl5fBkhpcE,54,1504,1400,Mumias North Ward,54,Kakamega,1504,Mumias West,CORRECT,NORMALIZED,
95,Wayu Ward,TANA RIVER,Galole Sub County,A4SNYCxrrnv,57,296,1401,Wayu Ward,57,Tana River,296,Galole Sub County,CORRECT,EXACT,
368,Ikutha Ward,KITUI,Kitui South Sub County,d3hSQ3EtnPk,68,357,1402,Ikutha Ward,68,Kitui,357,Kitui South Sub County,CORRECT,EXACT,
370,Athi Ward,KITUI,Kitui South Sub County,d3hSQ3EtnPk,68,357,1403,Athi Ward,68,Kitui,357,Kitui South Sub County,CORRECT,EXACT,
411,Tulimani Ward,MAKUENI,Mbooni  Sub County,jxjGWCdfsib,74,358,1404,Tulimani Ward,74,Makueni,358,Mbooni  Sub County,CORRECT,EXACT,
412,Mbooni Ward,MAKUENI,Mbooni  Sub County,jxjGWCdfsib,74,358,1405,Mbooni Ward,74,Makueni,358,Mbooni  Sub County,CORRECT,EXACT,
413,Kithungo/Kitundu Ward,MAKUENI,Mbooni  Sub County,jxjGWCdfsib,74,358,1406,Kithungo/Kitundu Ward,74,Makueni,358,Mbooni  Sub County,CORRECT,EXACT,
414,Kiteta-Kisau Ward,MAKUENI,Mbooni  Sub County,jxjGWCdfsib,74,358,1407,Kiteta-Kisau Ward,74,Makueni,358,Mbooni  Sub County,CORRECT,EXACT,
415,Waia/Kako Ward,MAKUENI,Mbooni  Sub County,jxjGWCdfsib,74,358,1408,Waia/Kako Ward,74,Makueni,358,Mbooni  Sub County,CORRECT,EXACT,
416,Kalawa/ Kathulumbi Ward,MAKUENI,Mbooni  Sub County,jxjGWCdfsib,74,358,1409,Kalawa/ Kathulumbi Ward,74,Makueni,358,Mbooni  Sub County,CORRECT,EXACT,
417,Kasikeu Ward,MAKUENI,Kilome Sub County,XAy1bjurhLU,74,359,1410,Kasikeu Ward,74,Makueni,359,Kilome Sub County,CORRECT,EXACT,
418,Mukaa Ward,MAKUENI,Kilome Sub County,XAy1bjurhLU,74,359,1411,Mukaa Ward,74,Makueni,359,Kilome Sub County,CORRECT,EXACT,
419,Kiima Kiu/Kalanzoni Ward,MAKUENI,Kilome Sub County,XAy1bjurhLU,74,359,1412,Kiima Kiu/Kalanzoni Ward,74,Makueni,359,Kilome Sub County,CORRECT,EXACT,
420,Ukia ward,MAKUENI,Kaiti  Sub County,pKJ4NZGPzTA,74,360,1413,Ukia ward,74,Makueni,360,Kaiti  Sub County,CORRECT,EXACT,
421,Kee ward,MAKUENI,Kaiti  Sub County,pKJ4NZGPzTA,74,360,1414,Kee ward,74,Makueni,360,Kaiti  Sub County,CORRECT,EXACT,
422,Kilungu ward,MAKUENI,Kaiti  Sub County,pKJ4NZGPzTA,74,360,1415,Kilungu ward,74,Makueni,360,Kaiti  Sub County,CORRECT,EXACT,
423,Ilima ward,MAKUENI,Kaiti  Sub County,pKJ4NZGPzTA,74,360,1416,Ilima ward,74,Makueni,360,Kaiti  Sub County,CORRECT,EXACT,
424,Wote Ward,MAKUENI,Makueni  Sub County,AIGIQpolMRn,74,1364,1417,Wote Ward,74,Makueni,1364,Makueni,CORRECT,NORMALIZED,
425,Muvau/Kikumini Ward,MAKUENI,Makueni  Sub County,AIGIQpolMRn,74,1364,1418,Muvau/Kikumini Ward,74,Makueni,1364,Makueni,CORRECT,NORMALIZED,
426,Mavindini Ward,MAKUENI,Makueni  Sub County,AIGIQpolMRn,74,1364,1419,Mavindini Ward,74,Makueni,1364,Makueni,CORRECT,NORMALIZED,
427,Kitise/Kithuki Ward,MAKUENI,Makueni  Sub County,AIGIQpolMRn,74,1364,1420,Kitise/Kithuki Ward,74,Makueni,1364,Makueni,CORRECT,NORMALIZED,
428,Kathonzweni Ward,MAKUENI,Makueni  Sub County,AIGIQpolMRn,74,1364,1421,Kathonzweni Ward,74,Makueni,1364,Makueni,CORRECT,NORMALIZED,
429,Nzaui/Kilili/Kalamba Ward,MAKUENI,Makueni  Sub County,AIGIQpolMRn,74,1364,1422,Nzaui/Kilili/Kalamba Ward,74,Makueni,1364,Makueni,CORRECT,NORMALIZED,
430,Mbitini Ward,MAKUENI,Makueni  Sub County,AIGIQpolMRn,74,1364,1423,Mbitini Ward,74,Makueni,1364,Makueni,CORRECT,NORMALIZED,
431,Makindu Ward,MAKUENI,Kibwezi West  Sub County,toa2Hl7iVQI,74,362,1424,Makindu Ward,74,Makueni,362,Kibwezi West  Sub County,CORRECT,EXACT,
432,Nguumo Ward,MAKUENI,Kibwezi West  Sub County,toa2Hl7iVQI,74,362,1425,Nguumo Ward,74,Makueni,362,Kibwezi West  Sub County,CORRECT,EXACT,
433,Kikumbulyu North Ward,MAKUENI,Kibwezi West  Sub County,toa2Hl7iVQI,74,362,1426,Kikumbulyu North Ward,74,Makueni,362,Kibwezi West  Sub County,CORRECT,EXACT,
434,Kikumbulyu South Ward,MAKUENI,Kibwezi West  Sub County,toa2Hl7iVQI,74,362,1427,Kikumbulyu South Ward,74,Makueni,362,Kibwezi West  Sub County,CORRECT,EXACT,
435,Nguu/Masumba Ward,MAKUENI,Kibwezi West  Sub County,toa2Hl7iVQI,74,362,1428,Nguu/Masumba Ward,74,Makueni,362,Kibwezi West  Sub County,CORRECT,EXACT,
1676,Etenje Ward,Kakamega,Mumias West  Sub County,uRl5fBkhpcE,54,1504,1429,Etenje Ward,54,Kakamega,1504,Mumias West,CORRECT,NORMALIZED,
1677,Musanda Ward,Kakamega,Mumias West  Sub County,uRl5fBkhpcE,54,1504,1430,Musanda Ward,54,Kakamega,1504,Mumias West,CORRECT,NORMALIZED,
113,Bomani Ward,TAITA TAVETA,Taveta Sub County,jNzRdAwjaQ1,59,1278,1431,Bomani Ward,59,Taita Taveta,1278,Taveta,CORRECT,NORMALIZED,
114,Mboghoni Ward,TAITA TAVETA,Taveta Sub County,jNzRdAwjaQ1,59,1278,1432,Mboghoni Ward,59,Taita Taveta,1278,Taveta,CORRECT,NORMALIZED,
129,Kasigau Ward,TAITA TAVETA,Voi Sub County,yoGLpCTgjed,59,1279,1433,Kasigau Ward,59,Taita Taveta,1279,Voi,CORRECT,NORMALIZED,
154,Jarajila Ward,GARISSA,Fafi Sub County,RScEHA3V38d,60,1282,1434,Jarajila Ward,60,Garissa,1282,Fafi,CORRECT,NORMALIZED,
155,Fafi Ward,GARISSA,Fafi Sub County,RScEHA3V38d,60,1282,1435,Fafi Ward,60,Garissa,1282,Fafi,CORRECT,NORMALIZED,
163,Korondile Ward,WAJIR,Wajir North Sub County,qsjAa8FE8OS,61,1292,1436,Korondile Ward,61,Wajir,1292,Wajir North,CORRECT,NORMALIZED,
183,Elnur/tula tula Ward,WAJIR,Eldas Sub County,x6Z1sBeiyqQ,61,1288,1437,Elnur/tula tula Ward,61,Wajir,1288,Eldas,CORRECT,NORMALIZED,
191,TAKABA SOUTH,MANDERA,MANDERA WEST,H5RvDZkoDJL,63,1295,1438,TAKABA SOUTH,63,Mandera,1295,Mandera West,CORRECT,EXACT,
192,TAKABA,MANDERA,MANDERA WEST,H5RvDZkoDJL,63,1295,1439,TAKABA,63,Mandera,1295,Mandera West,CORRECT,EXACT,
184,Benane Ward,WAJIR,Wajir South Sub County,U7KFQn3Up3o,61,1293,1440,Benane Ward,61,Wajir,1293,Wajir South,CORRECT,NORMALIZED,
185,Burder Ward,WAJIR,Wajir South Sub County,U7KFQn3Up3o,61,1293,1441,Burder Ward,61,Wajir,1293,Wajir South,CORRECT,NORMALIZED,
1832,Junju Ward,Kilifi,Kilifi South Sub County,xWAZBULwGxp,73,1267,1442,Junju Ward,73,Kilifi,1267,Kilifi South,CORRECT,NORMALIZED,
1684,Mayoni Ward,Kakamega,Matungu Sub County,ssbO49f0iLN,54,1502,1443,Mayoni Ward,54,Kakamega,1502,Matungu,CORRECT,NORMALIZED,
1685,Namamali Ward,Kakamega,Matungu Sub County,ssbO49f0iLN,54,1502,1444,Namamali Ward,54,Kakamega,1502,Matungu,CORRECT,NORMALIZED,
1686,Marama West Ward,Kakamega,Butere Sub County,K7mZpm8COh7,54,1493,1445,Marama West Ward,54,Kakamega,1493,Butere,CORRECT,NORMALIZED,
1687,Marama Central Ward,Kakamega,Butere Sub County,K7mZpm8COh7,54,1493,1446,Marama Central Ward,54,Kakamega,1493,Butere,CORRECT,NORMALIZED,
1688,Marenyo-shianda Ward,Kakamega,Butere Sub County,K7mZpm8COh7,54,1493,1447,Marenyo-shianda Ward,54,Kakamega,1493,Butere,CORRECT,NORMALIZED,
1689,Marama North Ward,Kakamega,Butere Sub County,K7mZpm8COh7,54,1493,1448,Marama North Ward,54,Kakamega,1493,Butere,CORRECT,NORMALIZED,
1690,Marama South Ward,Kakamega,Butere Sub County,K7mZpm8COh7,54,1493,1449,Marama South Ward,54,Kakamega,1493,Butere,CORRECT,NORMALIZED,
1692,Kisa East Ward,Kakamega,Khwisero Sub County,UhQS2Mv0PCK,54,1498,1450,Kisa East Ward,54,Kakamega,1498,Khwisero,CORRECT,NORMALIZED,
1693,Kisa West Ward,Kakamega,Khwisero Sub County,UhQS2Mv0PCK,54,1498,1451,Kisa West Ward,54,Kakamega,1498,Khwisero,CORRECT,NORMALIZED,
1694,Kisa Central Ward,Kakamega,Khwisero Sub County,UhQS2Mv0PCK,54,1498,1452,Kisa Central Ward,54,Kakamega,1498,Khwisero,CORRECT,NORMALIZED,
1695,Isukha North Ward,Kakamega,Shinyalu Sub County,sjlSPeRgl7d,54,369,1453,Isukha North Ward,54,Kakamega,369,Shinyalu Sub County,CORRECT,EXACT,
1696,Murhanda Ward,Kakamega,Shinyalu Sub County,sjlSPeRgl7d,54,369,1454,Murhanda Ward,54,Kakamega,369,Shinyalu Sub County,CORRECT,EXACT,
1697,Isukha Central Ward,Kakamega,Shinyalu Sub County,sjlSPeRgl7d,54,369,1455,Isukha Central Ward,54,Kakamega,369,Shinyalu Sub County,CORRECT,EXACT,
1698,Isukha South Ward,Kakamega,Shinyalu Sub County,sjlSPeRgl7d,54,369,1456,Isukha South Ward,54,Kakamega,369,Shinyalu Sub County,CORRECT,EXACT,
1699,Isukha East Ward,Kakamega,Shinyalu Sub County,sjlSPeRgl7d,54,369,1457,Isukha East Ward,54,Kakamega,369,Shinyalu Sub County,CORRECT,EXACT,
1700,Isukha West Ward,Kakamega,Shinyalu Sub County,sjlSPeRgl7d,54,369,1458,Isukha West Ward,54,Kakamega,369,Shinyalu Sub County,CORRECT,EXACT,
1701,Idakho South Ward,Kakamega,Ikolomani Sub County,BE6HMtlHyl1,54,370,1459,Idakho South Ward,54,Kakamega,370,Ikolomani Sub County,CORRECT,EXACT,
1702,Idakho East Ward,Kakamega,Ikolomani Sub County,BE6HMtlHyl1,54,370,1460,Idakho East Ward,54,Kakamega,370,Ikolomani Sub County,CORRECT,EXACT,
1703,Idakho North Ward,Kakamega,Ikolomani Sub County,BE6HMtlHyl1,54,370,1461,Idakho North Ward,54,Kakamega,370,Ikolomani Sub County,CORRECT,EXACT,
1704,Idakho Central Ward,Kakamega,Ikolomani Sub County,BE6HMtlHyl1,54,370,1462,Idakho Central Ward,54,Kakamega,370,Ikolomani Sub County,CORRECT,EXACT,
1705,Malaba Central Ward,Busia,Teso North Sub County,GpEIlwz3FvT,62,1527,1463,Malaba Central Ward,62,Busia,1527,Teso North,CORRECT,NORMALIZED,
1706,Malaba North Ward,Busia,Teso North Sub County,GpEIlwz3FvT,62,1527,1464,Malaba North Ward,62,Busia,1527,Teso North,CORRECT,NORMALIZED,
1707,Ang'urai South Ward,Busia,Teso North Sub County,GpEIlwz3FvT,62,1527,1465,Ang'urai South Ward,62,Busia,1527,Teso North,CORRECT,NORMALIZED,
1708,Ang'urai North Ward,Busia,Teso North Sub County,GpEIlwz3FvT,62,1527,1466,Ang'urai North Ward,62,Busia,1527,Teso North,CORRECT,NORMALIZED,
1709,Ang'urai East Ward,Busia,Teso North Sub County,GpEIlwz3FvT,62,1527,1467,Ang'urai East Ward,62,Busia,1527,Teso North,CORRECT,NORMALIZED,
1710,Malaba South Ward,Busia,Teso North Sub County,GpEIlwz3FvT,62,1527,1468,Malaba South Ward,62,Busia,1527,Teso North,CORRECT,NORMALIZED,
1711,Ang'orom Ward,Busia,Teso South Sub County,EhchjCHkhJ9,62,1528,1469,Ang'orom Ward,62,Busia,1528,Teso South,CORRECT,NORMALIZED,
1712,Chakol South Ward,Busia,Teso South Sub County,EhchjCHkhJ9,62,1528,1470,Chakol South Ward,62,Busia,1528,Teso South,CORRECT,NORMALIZED,
1713,Chakol North Ward,Busia,Teso South Sub County,EhchjCHkhJ9,62,1528,1471,Chakol North Ward,62,Busia,1528,Teso South,CORRECT,NORMALIZED,
1714,Amukura West Ward,Busia,Teso South Sub County,EhchjCHkhJ9,62,1528,1472,Amukura West Ward,62,Busia,1528,Teso South,CORRECT,NORMALIZED,
1715,Amukura East Ward,Busia,Teso South Sub County,EhchjCHkhJ9,62,1528,1473,Amukura East Ward,62,Busia,1528,Teso South,CORRECT,NORMALIZED,
452,Githioro Ward,NYANDARUA,Kipipiri Sub County,KlVgeHmvG6n,67,1372,1474,Githioro Ward,67,Nyandarua,1372,Kipipiri,CORRECT,NORMALIZED,
351,Mbitini Ward,KITUI,Kitui Rural Sub County,vbauk0RRq9N,68,348,1475,Mbitini Ward,68,Kitui,348,Kitui Rural Sub County,CORRECT,EXACT,
454,Kanjuiri range Ward,NYANDARUA,Olkalou Sub County,Lm9RMwhIu3G,67,374,1476,Kanjuiri range Ward,67,Nyandarua,374,Olkalou Sub County,CORRECT,EXACT,
1716,Amukura Central Ward,Busia,Teso South Sub County,EhchjCHkhJ9,62,1528,1477,Amukura Central Ward,62,Busia,1528,Teso South,CORRECT,NORMALIZED,
359,Zombe/mwitika Ward,KITUI,Kitui East Sub County,d0Gu8FrRM0Y,68,354,1478,Zombe/mwitika Ward,68,Kitui,354,Kitui East Sub County,CORRECT,EXACT,
225,MOYALE TOWNSHIP,MARSABIT,MOYALE,sZjPgbWI5ra,64,1306,1479,MOYALE TOWNSHIP,64,Marsabit,1306,Moyale,CORRECT,EXACT,
226,URAN,MARSABIT,MOYALE,sZjPgbWI5ra,64,1306,1480,URAN,64,Marsabit,1306,Moyale,CORRECT,EXACT,
227,OBBU,MARSABIT,MOYALE,sZjPgbWI5ra,64,1306,1481,OBBU,64,Marsabit,1306,Moyale,CORRECT,EXACT,
228,DUKANA,MARSABIT,NORTH HORR,j6fqt5TYqPZ,64,1307,1482,DUKANA,64,Marsabit,1307,North Horr,CORRECT,EXACT,
229,MAIKONA,MARSABIT,NORTH HORR,j6fqt5TYqPZ,64,1307,1483,MAIKONA,64,Marsabit,1307,North Horr,CORRECT,EXACT,
206,WARGADUD,MANDERA,MANDERA SOUTH,qyhVIMG2rUw,63,325,1484,WARGADUD,63,Mandera,325,MANDERA SOUTH,CORRECT,EXACT,
457,Rurii Ward,NYANDARUA,Olkalou Sub County,Lm9RMwhIu3G,67,374,1485,Rurii Ward,67,Nyandarua,374,Olkalou Sub County,CORRECT,EXACT,
96,Chewele Ward,TANA RIVER,Bura Sub County,yWPcTwGwQ2B,57,299,1486,Chewele Ward,57,Tana River,299,Bura Sub County,CORRECT,EXACT,
234,KARARE,MARSABIT,SAKU,WILszL634oZ,64,329,1487,KARARE,64,Marsabit,329,SAKU,CORRECT,EXACT,
235,MARSABIT CENTRAL,MARSABIT,SAKU,WILszL634oZ,64,329,1488,MARSABIT CENTRAL,64,Marsabit,329,SAKU,CORRECT,EXACT,
236,LOIYANGALANI,MARSABIT,LAISAMIS,eZpy65ooW0m,64,330,1489,LOIYANGALANI,64,Marsabit,330,LAISAMIS,CORRECT,EXACT,
100,Madogo Ward,TANA RIVER,Bura Sub County,yWPcTwGwQ2B,57,299,1490,Madogo Ward,57,Tana River,299,Bura Sub County,CORRECT,EXACT,
1722,Mayenje Ward,Busia,Matayos Sub County,tvkI2HSIRW9,62,323,1491,Mayenje Ward,62,Busia,323,Matayos Sub County,CORRECT,EXACT,
1726,Marachi West Ward,Busia,Butula Sub County,RIBiZFJxB1K,62,1524,1492,Marachi West Ward,62,Busia,1524,Butula,CORRECT,NORMALIZED,
486,Karima Ward,NYERI,Nyeri South Sub County,dd7jowvUO95,69,1381,1493,Karima Ward,69,Nyeri,1381,Nyeri South,CORRECT,NORMALIZED,
487,Gikondi Ward,NYERI,Mukurweini Sub County,zT8Zj5vNYCy,69,376,1494,Gikondi Ward,69,Nyeri,376,Mukurweini Sub County,CORRECT,EXACT,
488,Rugi Ward,NYERI,Mukurweini Sub County,zT8Zj5vNYCy,69,376,1495,Rugi Ward,69,Nyeri,376,Mukurweini Sub County,CORRECT,EXACT,
489,Mukurwe-ini west Ward,NYERI,Mukurweini Sub County,zT8Zj5vNYCy,69,376,1496,Mukurwe-ini west Ward,69,Nyeri,376,Mukurweini Sub County,CORRECT,EXACT,
490,Mukurwe-ini central Ward,NYERI,Mukurweini Sub County,zT8Zj5vNYCy,69,376,1497,Mukurwe-ini central Ward,69,Nyeri,376,Mukurweini Sub County,CORRECT,EXACT,
491,Kiganjo/mathari Ward,NYERI,Nyeri Central Sub County,GXnD5lHeanK,69,1383,1498,Kiganjo/mathari Ward,69,Nyeri,1383,Nyeri Central,CORRECT,NORMALIZED,
492,Rware Ward,NYERI,Nyeri Central Sub County,GXnD5lHeanK,69,1383,1499,Rware Ward,69,Nyeri,1383,Nyeri Central,CORRECT,NORMALIZED,
493,Gatitu/muruguru Ward,NYERI,Nyeri Central Sub County,GXnD5lHeanK,69,1383,1500,Gatitu/muruguru Ward,69,Nyeri,1383,Nyeri Central,CORRECT,NORMALIZED,
494,RURING'U / Karia Ward,NYERI,Nyeri Central Sub County,GXnD5lHeanK,69,1383,1501,RURING'U / Karia Ward,69,Nyeri,1383,Nyeri Central,CORRECT,NORMALIZED,
495,Kamakwa/mukaro Ward,NYERI,Nyeri Central Sub County,GXnD5lHeanK,69,1383,1502,Kamakwa/mukaro Ward,69,Nyeri,1383,Nyeri Central,CORRECT,NORMALIZED,
496,Mutithi Ward,KIRINYAGA,Kirinyaga North/Mwea West Sub County,f6EOn3xI9YH,75,378,1503,Mutithi Ward,75,Kirinyaga,378,Kirinyaga North/Mwea West Sub County,CORRECT,EXACT,
497,Kangai Ward,KIRINYAGA,Kirinyaga North/Mwea West Sub County,f6EOn3xI9YH,75,378,1504,Kangai Ward,75,Kirinyaga,378,Kirinyaga North/Mwea West Sub County,CORRECT,EXACT,
498,Thiba Ward,KIRINYAGA,Kirinyaga North/Mwea West Sub County,f6EOn3xI9YH,75,378,1505,Thiba Ward,75,Kirinyaga,378,Kirinyaga North/Mwea West Sub County,CORRECT,EXACT,
499,Wamumu Ward,KIRINYAGA,Kirinyaga North/Mwea West Sub County,f6EOn3xI9YH,75,378,1506,Wamumu Ward,75,Kirinyaga,378,Kirinyaga North/Mwea West Sub County,CORRECT,EXACT,
500,Nyangati Ward,KIRINYAGA,Kirinyaga South Sub County,jHmpQUlnkQk,75,379,1507,Nyangati Ward,75,Kirinyaga,379,Kirinyaga South Sub County,CORRECT,EXACT,
501,Murinduko Ward,KIRINYAGA,Kirinyaga South Sub County,jHmpQUlnkQk,75,379,1508,Murinduko Ward,75,Kirinyaga,379,Kirinyaga South Sub County,CORRECT,EXACT,
502,Gathigiriri Ward,KIRINYAGA,Kirinyaga South Sub County,jHmpQUlnkQk,75,379,1509,Gathigiriri Ward,75,Kirinyaga,379,Kirinyaga South Sub County,CORRECT,EXACT,
503,Tebere Ward,KIRINYAGA,Kirinyaga South Sub County,jHmpQUlnkQk,75,379,1510,Tebere Ward,75,Kirinyaga,379,Kirinyaga South Sub County,CORRECT,EXACT,
504,Kabare Ward,KIRINYAGA,Kirinyaga East Sub County,yOaHQLOLd1H,75,1385,1511,Kabare Ward,75,Kirinyaga,1385,Kirinyaga East,CORRECT,NORMALIZED,
505,Baragwi Ward,KIRINYAGA,Kirinyaga East Sub County,yOaHQLOLd1H,75,1385,1512,Baragwi Ward,75,Kirinyaga,1385,Kirinyaga East,CORRECT,NORMALIZED,
506,Njukiine Ward,KIRINYAGA,Kirinyaga East Sub County,yOaHQLOLd1H,75,1385,1513,Njukiine Ward,75,Kirinyaga,1385,Kirinyaga East,CORRECT,NORMALIZED,
507,Ngariama Ward,KIRINYAGA,Kirinyaga East Sub County,yOaHQLOLd1H,75,1385,1514,Ngariama Ward,75,Kirinyaga,1385,Kirinyaga East,CORRECT,NORMALIZED,
508,Karumandi Ward,KIRINYAGA,Kirinyaga East Sub County,yOaHQLOLd1H,75,1385,1515,Karumandi Ward,75,Kirinyaga,1385,Kirinyaga East,CORRECT,NORMALIZED,
509,Mukure Ward,KIRINYAGA,Kirinyaga West Sub County,A34NiI4rgnf,75,1386,1516,Mukure Ward,75,Kirinyaga,1386,Kirinyaga West,CORRECT,NORMALIZED,
510,Kiine Ward,KIRINYAGA,Kirinyaga West Sub County,A34NiI4rgnf,75,1386,1517,Kiine Ward,75,Kirinyaga,1386,Kirinyaga West,CORRECT,NORMALIZED,
511,Kariti Ward,KIRINYAGA,Kirinyaga West Sub County,A34NiI4rgnf,75,1386,1518,Kariti Ward,75,Kirinyaga,1386,Kirinyaga West,CORRECT,NORMALIZED,
1729,Marachi East Ward,Busia,Butula Sub County,RIBiZFJxB1K,62,1524,1519,Marachi East Ward,62,Busia,1524,Butula,CORRECT,NORMALIZED,
1730,Marachi North Ward,Busia,Butula Sub County,RIBiZFJxB1K,62,1524,1520,Marachi North Ward,62,Busia,1524,Butula,CORRECT,NORMALIZED,
1731,Elugulu Ward,Busia,Butula Sub County,RIBiZFJxB1K,62,1524,1521,Elugulu Ward,62,Busia,1524,Butula,CORRECT,NORMALIZED,
1732,Namboboto Nambuku Ward,Busia,Samia Sub County,NHRktMsAkO1,62,1526,1522,Namboboto Nambuku Ward,62,Busia,1526,Samia,CORRECT,NORMALIZED,
1733,Nangina Ward,Busia,Samia Sub County,NHRktMsAkO1,62,1526,1523,Nangina Ward,62,Busia,1526,Samia,CORRECT,NORMALIZED,
1734,Ageng'a Nanguba Ward,Busia,Samia Sub County,NHRktMsAkO1,62,1526,1524,Ageng'a Nanguba Ward,62,Busia,1526,Samia,CORRECT,NORMALIZED,
1735,Bwiri Ward,Busia,Samia Sub County,NHRktMsAkO1,62,1526,1525,Bwiri Ward,62,Busia,1526,Samia,CORRECT,NORMALIZED,
2097,Kiru Ward,Muranga,Mathioya Sub County,u7Gkh63FYe4,76,1391,1526,Kiru Ward,76,Murang'a,1391,Mathioya,CORRECT,NORMALIZED,
2098,Kamacharia Ward,Muranga,Mathioya Sub County,u7Gkh63FYe4,76,1391,1527,Kamacharia Ward,76,Murang'a,1391,Mathioya,CORRECT,NORMALIZED,
2099,Wangu Ward,Muranga,Kiharu Sub County,VDlzh6w4LKv,76,384,1528,Wangu Ward,76,Murang'a,384,Kiharu Sub County,CORRECT,EXACT,
2100,Mugoiri Ward,Muranga,Kiharu Sub County,VDlzh6w4LKv,76,384,1529,Mugoiri Ward,76,Murang'a,384,Kiharu Sub County,CORRECT,EXACT,
2101,Mbiri Ward,Muranga,Kiharu Sub County,VDlzh6w4LKv,76,384,1530,Mbiri Ward,76,Murang'a,384,Kiharu Sub County,CORRECT,EXACT,
2102,Township Ward,Muranga,Kiharu Sub County,VDlzh6w4LKv,76,384,1531,Township Ward,76,Murang'a,384,Kiharu Sub County,CORRECT,EXACT,
2103,Murarandia Ward,Muranga,Kiharu Sub County,VDlzh6w4LKv,76,384,1532,Murarandia Ward,76,Murang'a,384,Kiharu Sub County,CORRECT,EXACT,
1741,Elburgon Ward,Nakuru,Molo  Sub County,RJ4LGJiSHFg,77,1462,1533,Elburgon Ward,77,Nakuru,1462,Molo,CORRECT,NORMALIZED,
1749,Njoro Ward,Nakuru,Njoro  Sub County,gSJXzH1DM75,77,1467,1534,Njoro Ward,77,Nakuru,1467,Njoro,CORRECT,NORMALIZED,
1750,Biashara Ward,Nakuru,Naivasha  Sub County,yZJJPoSGhY6,77,1463,1535,Biashara Ward,77,Nakuru,1463,Naivasha,CORRECT,NORMALIZED,
1751,Hells Gate Ward,Nakuru,Naivasha  Sub County,yZJJPoSGhY6,77,1463,1536,Hells Gate Ward,77,Nakuru,1463,Naivasha,CORRECT,NORMALIZED,
2104,Gaturi Ward,Muranga,Kiharu Sub County,VDlzh6w4LKv,76,384,1537,Gaturi Ward,76,Murang'a,384,Kiharu Sub County,CORRECT,EXACT,
2105,Kahumbu Ward,Muranga,Kigumo Sub County,tyfDsdZ1h3R,76,1395,1538,Kahumbu Ward,76,Murang'a,1395,Kigumo,CORRECT,NORMALIZED,
1763,Amalo Ward,Nakuru,Kuresoi South  Sub County,QwGkDS0DNls,77,1461,1539,Amalo Ward,77,Nakuru,1461,Kuresoi South,CORRECT,NORMALIZED,
1764,Keringet Ward,Nakuru,Kuresoi South  Sub County,QwGkDS0DNls,77,1461,1540,Keringet Ward,77,Nakuru,1461,Kuresoi South,CORRECT,NORMALIZED,
1765,Kiptagich Ward,Nakuru,Kuresoi South  Sub County,QwGkDS0DNls,77,1461,1541,Kiptagich Ward,77,Nakuru,1461,Kuresoi South,CORRECT,NORMALIZED,
1766,Tinet Ward,Nakuru,Kuresoi South  Sub County,QwGkDS0DNls,77,1461,1542,Tinet Ward,77,Nakuru,1461,Kuresoi South,CORRECT,NORMALIZED,
611,Kaeris Ward,TURKANA,Turkana North Sub County,mWpq607yRXh,70,1414,1543,Kaeris Ward,70,Turkana,1414,Turkana North,CORRECT,NORMALIZED,
612,Lakezone Ward,TURKANA,Turkana North Sub County,mWpq607yRXh,70,1414,1544,Lakezone Ward,70,Turkana,1414,Turkana North,CORRECT,NORMALIZED,
613,Lapur Ward,TURKANA,Turkana North Sub County,mWpq607yRXh,70,1414,1545,Lapur Ward,70,Turkana,1414,Turkana North,CORRECT,NORMALIZED,
614,Kaaleng/kaikor Ward,TURKANA,Kibish Sub County,AXNntZ7T30a,70,1410,1546,Kaaleng/kaikor Ward,70,Turkana,1410,Kibish,CORRECT,NORMALIZED,
2106,Muthithi Ward,Muranga,Kigumo Sub County,tyfDsdZ1h3R,76,1395,1547,Muthithi Ward,76,Murang'a,1395,Kigumo,CORRECT,NORMALIZED,
